id,translated_france,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
195,"Le photographe a été transporté au Ronald Reagan UCLA Medical Center, où il est mort par la suite.","Le photographe a été transporté au Ronald Reagan UCLA Medical Center, où il est mort à la suite de ses blessures.","Le photographe a été transporté au Ronald Reagan UCLA Medical Center, où il est décédé par la suite.",0.9694562554359436,0.9296393394470215,0.9491304755210876,0.9965880513191223,0.9965880513191223,0.9965880513191223
196,"Bieber a déclaré dans un communiqué que "" bien que je n'étais pas présent ni directement impliqué dans cet accident tragique, mes pensées et mes prières sont avec la famille de la victime "".","Selon certaines sources, il aurait une vingtaine d'années. Dans une déclaration, Bieber a déclaré : « Bien que je n'aie pas été présent ni directement impliqué dans ce tragique accident, mes pensées et prières vont à la famille de la victime. »","Il aurait apparemment une vingtaine d'années. Dans une déclaration, Bieber a déclaré : ""[j]e n'étais pas présent ni directement impliqué dans cet accident tragique, mais mes pensées et mes prières vont à la famille de la victime.""",0.9054703712463379,0.8412829637527466,0.8721973299980164,0.9009572267532349,0.8349606990814209,0.8667044639587402
197,"Le site de divertissement TMZ a appris que le photographe avait arrêté son véhicule de l'autre côté du boulevard Sepulveda et avait tenté de prendre des photos de l'arrêt de police avant de traverser la route et de continuer, ce qui a incité l'agent de police de la patrouille routière de Californie à conduire l'arrêt de circulation à l'ordre de le revenir en arrière, deux fois.","Le site d’information TMZ affirme que le photographe a arrêté son véhicule de l’autre côté du boulevard Sepulveda et a tenté de prendre des photos de l’arrêt de police avant de traverser la route et de continuer, incitant l’agent de police de la California Highway Patrol à  lui ordonner de repasser, à deux reprises.","Le site d'actualités de divertissement TMZ comprend que le photographe a arrêté son véhicule de l'autre côté du boulevard Sepulveda et a tenté de prendre des photos de l'intervention policière avant de traverser la route et de continuer, poussant l'officier de la California Highway Patrol qui effectuait le contrôle de la circulation à lui ordonner de revenir de l'autre côté, deux fois.",0.8655829429626465,0.8887901306152344,0.877032995223999,0.8798569440841675,0.8987141847610474,0.8891855478286743
198,"Selon la police, le conducteur du véhicule qui a heurté le photographe n'est pas susceptible d'être poursuivi en justice.","Selon la police, il est peu probable que le conducteur du véhicule ayant heurté le photographe fasse l'objet de poursuites pénales.","Selon la police, le conducteur du véhicule qui a heurté le photographe ne devrait pas faire face à des poursuites pénales.",0.868060290813446,0.8522397875785828,0.8600772619247437,0.8964039087295532,0.9022807478904724,0.8993327617645264
199,"Avec seulement dix-huit médailles disponibles par jour, un certain nombre de pays n'ont pas réussi à se placer sur le podium.","Avec seulement dix-huit médailles disponibles par jour, un certain nombre de pays n'ont pas réussi à monter sur le podium des médaillés.","Avec seulement dix-huit médailles disponibles par jour, plusieurs pays n'ont pas réussi à monter sur le podium des médailles.",0.975274920463562,0.9516993761062622,0.9633429050445557,0.9438098669052124,0.947808027267456,0.9458047151565552
200,"Parmi eux, les Pays-Bas, avec Anna Jochemsen terminant neuvième en catégorie féminine en position debout hier dans la Super-G, et la Finlande avec Katja Saarinen terminant dixième dans la même épreuve.","Ils incluent les Pays-Bas, avec Anna Jochemsen qui a terminé neuvième dans la catégorie féminine au Super-G hier, et la Finlande, avec Katja Saarinen qui a terminé dixième dans la même épreuve.","Ils incluent les Pays-Bas, avec Anna Jochemsen terminant neuvième dans la catégorie femmes en assis lors du Super-G hier, et la Finlande avec Katja Saarinen terminant dixième dans la même épreuve.",0.9004687070846558,0.9047830700874329,0.9026207327842712,0.9393017292022705,0.9374884963035583,0.9383941888809204
201,L'Australien Mitchell Gourley a terminé onzee dans le Super-G masculin. Le concurrent tchèque Oldrich Jelinek a terminé seizième dans le Super-G masculin assis.,L’Australien Mitchell Gourley est arrivé 11e du Super-G debout homme. Le Tchèque Oldrich Jelinek s'est classé 16e au Super-G assis homme.,Le Australien Mitchell Gourley a terminé onzième dans le Super-G debout masculin. Le concurrent tchèque Oldrich Jelinek a terminé seizième dans le Super-G en position assise masculin.,0.8565724492073059,0.8345975875854492,0.8454422354698181,0.9564856290817261,0.9403327703475952,0.9483404159545898
202,"Arly Velasquez, du Mexique, a terminé quinzième dans le Super-G assis masculin. Adam Hall, de Nouvelle-Zélande, a terminé neuvième dans le Super-G debout masculin.",Le Mexicain Arly Velasquez a terminé quinzième au Super-G masculin assis. Le Néo-Zélandais Adam Hall a terminé à la neuvième place du Super-G masculin debout.,Arly Velasquez du Mexique a terminé à la quinzième place dans le Super-G assis masculin. Adam Hall de Nouvelle-Zélande a terminé neuvième dans le Super-G debout masculin.,0.8729712963104248,0.8489859104156494,0.8608115315437317,0.9597134590148926,0.9618220925331116,0.960766613483429
203,Le skieur polonais Maciej Krezel et la guide Anna Ogarzynska ont terminé treizee au Super-G. Le Jong Seork Park de Corée du Sud a terminé vingt-quatrième au Super-G.,Le skieur polonais malvoyant Maciej Krezel et sa guide Anna Ogarzynska ont terminé à la treizième place du Super-G. Le sud coréen Jong Seork Park a terminé à la vingt-quatrième place du Super-G assis masculin.,"Le skieur polonais de descente pour malvoyants, Maciej Krezel, et sa guide Anna Ogarzynska, ont terminé à la treizième place dans le Super-G. Le Sud-Coréen Jong Seork Park a terminé à la vingt-quatrième place dans le Super-G hommes en position assise.",0.908403754234314,0.8696571588516235,0.8886082768440247,0.8990001678466797,0.8285623788833618,0.862345278263092
204,"Les forces de paix des Nations Unies, qui sont arrivées en Haïti après le tremblement de terre de 2010, sont accusées de la propagation de la maladie qui a commencé près du campement des troupes.","Les soldats de la paix de l'ONU, qui sont arrivés en Haïti après le tremblement de terre de 2010, sont accusés de la propagation de la maladie qui a commencé près du campement de la troupe.","Les casques bleus de l'ONU, arrivés en Haïti après le tremblement de terre de 2010, sont blâmés pour la propagation de la maladie qui a commencé près du camp des troupes.",0.9574360847473145,0.9520730972290039,0.9547470808029175,0.9130853414535522,0.9101769924163818,0.9116288423538208
205,"Selon la plainte, les déchets du camp de l'ONU n'ont pas été correctement désinfectés, ce qui a conduit les bactéries à pénétrer dans le affluent de la rivière Artibonite, l'une des plus grandes d'Haïti.","Selon le procès, les déchets du camp de l'ONU n'ont pas été bien assainis, provoquant l'entrée de bactéries dans l'affluent du fleuve Artibonite, l'un des plus grands fleuves d'Haïti.","Selon la plainte, les déchets du camp de l'ONU n'ont pas été correctement assainis, ce qui a permis aux bactéries de pénétrer dans le tributaire de la rivière Artibonite, l'une des plus grandes d'Haïti.",0.8875167369842529,0.9012292623519897,0.8943204283714294,0.9646114110946655,0.9685829877853394,0.9665931463241577
206,"Avant l'arrivée des troupes, Haïti n'avait pas rencontré de problèmes liés à la maladie depuis le 1800.","Avant l'arrivée des troupes, Haïti n'avait pas rencontré de problèmes liés à la maladie depuis les années 1800.","Avant l'arrivée des troupes, Haïti n'avait pas rencontré de problèmes liés à la maladie depuis les années 1800.",0.9908101558685303,0.9844723343849182,0.98763108253479,0.9908102750778198,0.9844724535942078,0.9876312017440796
207,L'Institut haïtien de la justice et de la démocratie a fait référence à des études indépendantes qui suggèrent que le bataillon népalais de maintien de la paix de l'ONU a apporté la maladie à Haïti sans le savoir.,L'Institut haïtien pour la justice et la démocratie a fait référence à des études indépendantes qui suggèrent que le bataillon népalais de maintien de la paix de l'ONU a involontairement apporté la maladie à Haïti.,"L'Institut haïtien pour la justice et la démocratie a cité des études indépendantes qui suggèrent que le bataillon népalais des casques bleus de l'ONU a, sans le savoir, introduit la maladie en Haïti.",0.9690045118331909,0.9603695869445801,0.9646677374839783,0.921197772026062,0.9228169322013855,0.9220066666603088
208,"Danielle Lantagne, spécialiste de la maladie des Nations unies, a déclaré que l'épidémie était probablement causée par les forces de paix.","Danielle Lantagne, experte de l'ONU sur la maladie, a déclaré que l'épidémie avait probablement été causée par les Casques bleus.","Danielle Lantagne, une experte de l'ONU sur la maladie, a déclaré que l'épidémie était probablement causée par les casques bleus.",0.9180176258087158,0.9075313806533813,0.912744402885437,0.9170839190483093,0.9102626442909241,0.9136605858802795
209,Hamilton a confirmé que l'hôpital Howard University a admis le patient dans un état stable.,Hamilton a confirmé que l’hôpital universitaire d’Howard a admis le patient dans un état stable.,Hamilton a confirmé que l'hôpital de l'université Howard a admis le patient dans un état stable.,0.9647231101989746,0.9237344264984131,0.9437839388847351,0.9805991053581238,0.9612773656845093,0.9708421230316162
210,"Le patient était allé au Nigeria, où des cas de virus Ebola ont été signalés.","Le patient s'était rendu au Nigeria, où certains cas de virus Ebola se sont produits.","Le patient était allé au Nigéria, où quelques cas de virus Ebola ont été signalés.",0.9273302555084229,0.9195789694786072,0.923438310623169,0.9780829548835754,0.9593294262886047,0.9686154127120972
211,"L'hôpital a suivi le protocole de contrôle de l'infection, y compris la séparation du patient des autres pour prévenir une infection possible d'autres.","L'hôpital a respecté le protocole pour la prévention des infections, notamment l'isolement du patient afin d'éviter une possible infection d'autres patients.","L'hôpital a suivi le protocole de contrôle des infections, y compris en séparant le patient des autres pour prévenir une éventuelle infection des autres.",0.8873909711837769,0.8781375288963318,0.8827400803565979,0.9270790815353394,0.9080440998077393,0.9174628853797913
212,"Avant The Simpsons, Simon avait travaillé sur plusieurs émissions à différents postes.","Avant les Simpsons, Simon avait travaillé sur plusieurs séries, occupant divers postes.","Avant Les Simpsons, Simon avait travaillé sur plusieurs émissions à divers postes.",0.9398567080497742,0.9125524163246155,0.9260033369064331,0.989895224571228,0.989895224571228,0.989895224571228
213,"Au cours des années 1980, il a travaillé sur des émissions telles que Taxi, Cheers et The Tracy Ullman Show.","Pendant les années 1980, il a travaillé sur des spectacles tels que Taxi, Cheers et The Tracy Ullman Show.","Dans les années 1980, il a travaillé sur des émissions telles que Taxi, Cheers et The Tracy Ullman Show.",0.9768673181533813,0.9816833734512329,0.9792694449424744,0.9871804714202881,0.9916172027587891,0.9893938899040222
214,"En 1989, il a aidé à créer The Simpsons avec Brooks et Groening, et a été responsable de l'embauche de la première équipe d'écriture de la série.","En 1989, il a participé à la création des Simpsons avec Brooks et Groening et a été responsable de l'embauche de la première équipe de scénaristes de la série.","En 1989, il a aidé à créer Les Simpson avec Brooks et Groening, et était responsable de l'embauche de la première équipe de scénaristes de l'émission.",0.951151967048645,0.9538453817367554,0.9524967670440674,0.9638856053352356,0.9606019854545593,0.962240993976593
215,"Bien qu'il ait quitté le spectacle en 1993, il a conservé le titre de producteur exécutif et a continué à recevoir des dizaines de millions de dollars chaque saison en redevances.","Malgré son départ de l'émission en 1993, il a conservé le titre de producteur exécutif et a continué à recevoir des dizaines de millions de dollars chaque saison en redevances.","Malgré son départ de l'émission en 1993, il a conservé le titre de producteur exécutif et a continué à recevoir des dizaines de millions de dollars chaque saison en royalties.",0.9394705891609192,0.9530634880065918,0.9462182521820068,0.9220700263977051,0.9387227296829224,0.9303218722343445
216,"Plus tôt, l'agence de presse chinoise Xinhua a rapporté qu'un avion aurait été détourné.",L’agence de presse chinoise Xinhua a annoncé précédemment la nouvelle du détournement d'un avion.,"Plus tôt, l'agence de presse chinoise Xinhua a rapporté qu'un avion avait été détourné.",0.8774271011352539,0.8645787239074707,0.8709555268287659,0.9969583749771118,0.9969583749771118,0.9969583749771118
217,"Des rapports ultérieurs ont ensuite indiqué que l'avion avait reçu une menace de bombe et avait été redirigé vers l'Afghanistan, atterrissant à Kandahar.",Des rapports ultérieurs ont ensuite révélé que l’appareil avait fait l'objet d'une menace d’attaque à la bombe et été redirigé vers l’Afghanistan pour atterrir à Kandahar.,"Des rapports ultérieurs ont ensuite indiqué que l'avion avait reçu une menace de bombe et avait été détourné vers l'Afghanistan, atterrissant à Kandahar.",0.9175091981887817,0.8721048831939697,0.8942310214042664,0.9854924082756042,0.987202525138855,0.9863467812538147
218,Les premiers rapports disent que l'avion a été détourné vers l'Afghanistan après avoir été refusé un atterrissage d'urgence à Ürümqi.,Les premiers rapports indiquent que l’avion a été détourné vers l’Afghanistan après s’être vu refuser un atterrissage d’urgence à Ürümqi.,Les premiers rapports indiquent que l'avion a été détourné vers l'Afghanistan après avoir été refusé pour un atterrissage d'urgence à Ürümqi.,0.938927173614502,0.900729775428772,0.9194318652153015,0.9832192063331604,0.9786289930343628,0.9809187054634094
219,"Les accidents aériens sont fréquents en Iran, qui a une flotte vieillissante qui est mal entretenue pour les opérations civiles et militaires.","Les accidents aériens sont fréquents en Iran, qui dispose d'une flotte vieillissante et mal entretenue autant pour les vols civils que militaires.","Les accidents aériens sont fréquents en Iran, qui dispose d'une flotte vieillissante mal entretenue tant pour les opérations civiles que militaires.",0.9428342580795288,0.9296059608459473,0.9361733794212341,0.9555494785308838,0.9476006031036377,0.9515584111213684
220,Les sanctions internationales ont empêché l'achat de nouveaux avions.,"En raison des sanctions internationales, il n'est pas possible d'acheter de nouveaux avions.",Les sanctions internationales ont rendu impossible l'achat de nouveaux avions.,0.845186710357666,0.8136230707168579,0.8291046023368835,0.9498735666275024,0.9565672874450684,0.9532086849212646
221,"Plus tôt cette semaine, un accident d'hélicoptère de police a tué trois personnes et en a blessé trois autres.","Au début de cette semaine, l'accident d'un hélicoptère de la police a tué trois personnes et en a blessé trois autres.","Plus tôt cette semaine, un hélicoptère de police s'est écrasé, tuant trois personnes et en blessant trois autres.",0.9429396390914917,0.9293275475502014,0.9360840916633606,0.8954640626907349,0.8649451732635498,0.8799400925636292
222,"Le mois dernier, l'Iran a connu sa pire catastrophe aérienne depuis des années quand un avion de ligne en direction de l'Arménie s'est écrasé, tuant les 168 personnes à bord.","Le mois dernier, l'Iran a connu sa pire catastrophe aérienne depuis des années lorsqu'un avion de ligne se dirigeant vers l'Arménie s'est écrasé, tuant les 168 personnes à bord.","Le mois dernier, l'Iran a connu sa pire catastrophe aérienne depuis des années lorsqu'un avion de ligne se dirigeant vers l'Arménie s'est écrasé, tuant les 168 personnes à bord.",0.9850279092788696,0.976222038269043,0.9806052446365356,0.9850279092788696,0.976222038269043,0.9806052446365356
223,"Le même mois, un autre avion a survolé une piste de Mashhad et a heurté un mur, tuant dix-sept personnes.","Le même mois, un autre avion de ligne a fait une sortie de piste à Mashhad et a heurté un mur, tuant ainsi dix-sept personnes.","Le même mois, un autre avion a dépassé une piste à Mashhad et a heurté un mur, tuant dix-sept personnes.",0.9585022330284119,0.939836859703064,0.949077844619751,0.9835943579673767,0.9835943579673767,0.9835944175720215
224,Aerosmith a annulé leurs concerts restants de leur tournée.,Le groupe Aerosmith a annulé les derniers concerts de sa tournée.,Aerosmith a annulé les concerts restants de leur tournée.,0.9072862863540649,0.8947316408157349,0.9009652733802795,0.9833579063415527,0.9833579063415527,0.9833579063415527
225,Le groupe devait tourner aux États-Unis et au Canada jusqu'au 16 septembre.,Le groupe de rock devait faire une tournée aux États-Unis et au Canada jusqu'au 16 septembre.,Le groupe de rock devait effectuer une tournée aux États-Unis et au Canada jusqu'au 16 septembre.,0.9571501612663269,0.935006856918335,0.9459489583969116,0.9564570188522339,0.9342215061187744,0.9452084898948669
226,Ils ont annulé la tournée après que le chanteur Steven Tyler ait été blessé après avoir chuté du podium lors d'une performance le 5 août.,Ils ont annulé la tournée après que le chanteur Steven Tyler se soit blessé en tombant de scène lors d'un concert le 5 août dernier.,Ils ont annulé la tournée après que le chanteur principal Steven Tyler a été blessé après être tombé de la scène pendant qu'il se produisait le 5 août.,0.9352127909660339,0.9337130784988403,0.9344623684883118,0.9252232313156128,0.8833189010620117,0.9037855863571167
227,Murray a perdu le premier set en une pause de parité après que les deux hommes aient tenu chaque serve dans le set.,Murray a perdu le premier set au tie break après que les deux hommes ont gardé leur service pendant tout le set.,Murray a perdu le premier set dans un tie-break après que les deux hommes ont réussi à conserver chacun de leurs services pendant l'ensemble du set.,0.8909205198287964,0.9071580171585083,0.8989658951759338,0.894740104675293,0.8734585046768188,0.8839712142944336
228,"Del Potro avait l'avantage au début du deuxième set, mais cela aussi nécessitait une pause de parité après avoir atteint 6-6.","Malgré le net avantage de Del Potro pendant le deuxième set, il a fallu passer par un tie-break une fois que le score a atteint 6-6.","Del Potro avait l'avantage au début du deuxième set, mais cela a également nécessité un tie-break après avoir atteint 6-6.",0.8075568675994873,0.8006726503372192,0.804099977016449,0.9187087416648865,0.9452582001686096,0.9317944049835205
229,Potro a reçu un traitement à l'épaule à ce stade mais a réussi à revenir au jeu.,"Potro a reçu à ce moment des soins pour son épaule, mais a réussi à reprendre le match.","Potro a reçu un traitement pour son épaule à ce moment-là, mais a réussi à revenir dans le jeu.",0.9083429574966431,0.9066129922866821,0.9074771404266357,0.9223285913467407,0.9004292488098145,0.9112473726272583
230,Le programme a commencé à 20h30 heure locale (15.00 UTC).,"Le programme a démarré à 20 h 30, heure locale (15 h 00 UTC).","Le programme a commencé à 20h30, heure locale (15h00 UTC).",0.9474704265594482,0.9235340356826782,0.9353491067886353,0.9692000150680542,0.9631438851356506,0.9661624431610107
231,"Des chanteurs célèbres du pays entier ont présenté des bhajans, des chants de dévotion, aux pieds de Shri Shyam.","Des chanteurs célèbres dans tout le pays ont présenté des bhajans, ou chants de dévotion, aux pieds de Shri Shyam.","Des chanteurs célèbres à travers le pays ont présenté des bhajans, ou des chants dévotionnels, aux pieds de Shri Shyam.",0.9473575949668884,0.937999963760376,0.9426555037498474,0.9436261057853699,0.9337502717971802,0.9386622309684753
232,"Le chanteur Sanju Sharma a commencé la soirée, suivie par Jai Shankar Choudhary.","La chanteuse Sanju Sharma a commencé la soirée, suivie par Jai Shankar Choudhary. Lakkha Singh a également présenté le bhajan de Chhappan Bhog. Le chanteur Raju Khandelwal l’accompagnait.","Le chanteur Sanju Sharma a ouvert la soirée, suivi de Jai Shankar Choudhary. Il a également présenté le bhajan chhappan bhog. Le chanteur Raju Khandelwal l'accompagnait.",0.944624662399292,0.7985937595367432,0.8654926419258118,0.939077615737915,0.8020038604736328,0.8651448488235474
233,"Puis, Lakkha Singh a pris la tête dans la chantation des bhajans.","Ensuite, Lakkha Singh a pris l'initiative de chanter les bhajans.","Ensuite, Lakkha Singh a pris les devants pour chanter les bhajans.",0.9158227443695068,0.9125420451164246,0.9141793847084045,0.9202880859375,0.9124376773834229,0.9163460731506348
234,"108 assiettes de Chhappan Bhog (dans l'hindouisme, 56 différents aliments comestibles, comme des bonbons, des fruits, des noix, des plats, etc.) qui sont offerts à la déité) ont été servies à Baba Shyam.","108 assiettes de Chhappan Bhog (dans l'hindouisme, 56 aliments comestibles différents, comme des sucreries, des fruits, des noix, des plats etc. qui sont offerts à la divinité) ont été servis à Baba Shyam.","108 plats de Chhappan Bhog (dans l'hindouisme, 56 différents aliments comestibles, tels que des sucreries, des fruits, des noix, des plats, etc., qui sont offerts à la divinité) ont été servis à Baba Shyam.",0.9584050178527832,0.9626845717430115,0.9605399966239929,0.9536107778549194,0.9581883549690247,0.9558940529823303
235,Lakkha Singh a également présenté le chhappan bhog bhajan.,"Quant à Lakkha Singh, il a lui aussi présenté le chhappan bhog bhajan, tout en étant accompagné du chanteur Raju Khandelwal.","Lakkha Singh a également présenté le bhajan chhappan bhog. Le chanteur, Raju Khandelwal l'accompagnait.",0.9524398446083069,0.8251602649688721,0.8842433094978333,0.9398641586303711,0.814349889755249,0.8726167678833008
236,"Lors de la présentation de la Tokyo Game Show, le président de Nintendo, Satoru Iwata, a dévoilé le design du contrôleur pour la nouvelle console Nintendo Revolution de la société.","Jeudi, lors de la présentation principale du Tokyo Game Show, le président de Nintendo, Satoru Iwata, a dévoilé le design de la manette de la nouvelle console Nintendo Revolution de la société.","Lors de la présentation principale du Tokyo Game Show jeudi, le président de Nintendo, Satoru Iwata, a dévoilé le design de la manette de la nouvelle console Nintendo Revolution de l'entreprise.",0.9599570035934448,0.9408400058746338,0.9503023624420166,0.961159884929657,0.9414702653884888,0.9512132406234741
237,"Comme une télécommande, le contrôleur utilise deux capteurs placés près de la télévision de l'utilisateur pour trianguler sa position dans l'espace tridimensionnel.","Identique à une télécommande de télévision, la commande utilise deux capteurs placés près du téléviseur de l'utilisateur pour trianguler sa position dans l'espace tridimensionnel.","Ressemblant à une télécommande de télévision, le contrôleur utilise deux capteurs placés près de la télévision de l'utilisateur pour trianguler sa position dans l'espace tridimensionnel.",0.9467360973358154,0.9087658524513245,0.9273625016212463,0.9761045575141907,0.9454034566879272,0.9605087041854858
238,Cela permettra aux joueurs de contrôler les actions et les mouvements dans les jeux vidéo en déplaçant l'appareil dans l'air.,Cela permettra aux joueurs de contrôler les actions et les mouvements dans les jeux vidéo en déplaçant l’appareil dans l’air.,Cela permettra aux joueurs de contrôler les actions et les mouvements dans les jeux vidéo en déplaçant l'appareil dans l'air.,0.9801303744316101,0.9650412201881409,0.972527265548706,1.0,1.0,1.0
239,Giancarlo Fisichella a perdu le contrôle de sa voiture et a terminé la course très bientôt après le départ.,Giancarlo Fisichella a perdu le contrôle de sa voiture et a terminé la course peu après le démarrage.,Giancarlo Fisichella a perdu le contrôle de sa voiture et a terminé la course très peu de temps après le départ.,0.974290132522583,0.9631175994873047,0.9686716794967651,0.9901453256607056,0.9753401875495911,0.9826869368553162
240,"Son coéquipier Fernando Alonso a été à l'avant-garde pour la plupart de la course, mais il l'a terminée juste après son pit stop, probablement parce qu'une roue avant droite mal coincée.","Son coéquipier Fernando Alonso a dominé pendant toute la course, mais son arrêt au stand a mis fin à cette domination, sans doute en raison d'une roue avant droite mal fixée.","Son coéquipier Fernando Alonso était en tête pendant la majeure partie de la course, mais a abandonné juste après son arrêt au stand, probablement à cause d'une roue avant droite mal engagée.",0.8382411003112793,0.8513070344924927,0.8447235226631165,0.8703740835189819,0.8965132832527161,0.8832502961158752
241,"Michael Schumacher a mis fin à sa course peu de temps après Alonso, en raison des dommages causés à la suspension dans les nombreuses batailles de la course.","Michael Schumacher a terminé sa course peu de temps après Alonso, en raison des dommages subis au niveau des suspensions tout au long de la course.","Michael Schumacher a terminé sa course peu après Alonso, en raison des dommages à la suspension causés par les nombreuses batailles pendant la course.",0.9062449932098389,0.9174025058746338,0.9117896556854248,0.9282491207122803,0.9470185041427612,0.9375398755073547
242,"""Elle est très mignonne et chante très bien aussi"", a-t-il dit selon une transcription de la conférence de presse.","« Elle est très jolie, et elle chante très bien aussi », a-t-il déclaré selon une transcription de la conférence de presse.","""Elle est très mignonne et chante assez bien aussi,"" a-t-il dit selon un transcript de la conférence de presse.",0.9424573183059692,0.9469485282897949,0.9446975588798523,0.9686270952224731,0.9627363681793213,0.9656727910041809
243,"""J'ai été ému chaque fois que nous avons fait une répétition sur ce sujet, du fond du cœur"".","« J’ai été ému à chaque fois que nous avons fait une répétition sur ce sujet, du fond du cœur. »","""J'étais ému à chaque fois que nous répétions cela, du fond de mon cœur.""",0.9448462724685669,0.9347597360610962,0.9397759437561035,0.8343937993049622,0.8559821844100952,0.8450501561164856
244,"Environ 3 minutes après le lancement, une caméra a montré que de nombreux morceaux de mousse isolante se détachent du réservoir de carburant.","Environ trois minutes après le lancement, une caméra embarquée montrait de nombreux morceaux de mousse isolante en train de se détacher du réservoir de carburant.","Environ 3 minutes après le lancement, une caméra embarquée a montré de nombreux morceaux de mousse d'isolation se détacher du réservoir de carburant.",0.9419313669204712,0.9099708199501038,0.9256752729415894,0.9557803869247437,0.9360689520835876,0.94582200050354
245,"Cependant, on ne pense pas qu'ils aient causé des dommages à la navette.",On ne pense cependant pas qu'ils aient causé le moindre dégât à la navette.,"Cependant, on ne pense pas qu'ils aient causé des dommages à la navette.",0.9400287866592407,0.9368849992752075,0.938454270362854,0.9999999403953552,0.9999999403953552,0.9999999403953552
246,"Le chef du programme de navette de la NASA, N. Wayne Hale Jr., a déclaré que la mousse était tombée ""après le temps dont nous sommes préoccupés"".","Le chef du programme de la navette de la NASA, N. Wayne Hale Jr., a dit que la mousse était tombée « après le temps qui nous préoccupe ».","Le responsable du programme de navette spatiale de la NASA, N. Wayne Hale Jr., a déclaré que la mousse était tombée ""après le moment qui nous préoccupe"".",0.9560050368309021,0.965987503528595,0.9609703421592712,0.9585814476013184,0.9636107087135315,0.9610894918441772
247,"Cinq minutes après l'écran, un vent commence à bouger, une minute plus tard, le vent atteint 70 km/h... puis la pluie arrive, mais si forte et si grande qu'elle frappe votre peau comme une aiguille, puis la grêle tombe du ciel, les gens paniquent et crient et se surprendent.","Cinq minutes après le début de l'exposition, un vent se met à souffler pour atteindre, environ une minute plus tard, la vitesse de 70km/h... puis la pluie arrive, mais si forte et si grosse qu'elle frappe votre peau comme une aiguille, puis la grêle tombe du ciel, les gens paniquent, crient et se roulent dessus.","Cinq minutes après le début de l'exposition, le vent commence à se lever ; environ une minute plus tard, le vent atteint 70 km/h... puis la pluie arrive, si forte et si grosse qu'elle claque sur votre peau comme une aiguille, puis de la grêle tombe du ciel, les gens paniquent, crient et se bousculent les uns les autres.",0.9387562274932861,0.9141908884048462,0.9263107180595398,0.9357993602752686,0.9066738486289978,0.9210063219070435
248,"J'ai perdu ma sœur et son amie, et en route, il y avait deux personnes handicapées en fauteuil roulant, des gens qui sautaient et les poussaient"", a déclaré Armand Versace.","J'ai perdu ma sœur et son amie, et sur mon chemin, il y avait deux personnes handicapées en fauteuil roulant, des gens qui ne faisaient que sauter et les pousser », a déclaré Armand Versace.","« J'ai perdu ma sœur et son ami, et sur mon chemin, il y avait deux personnes handicapées en fauteuils roulants, les gens sautaient juste par-dessus et les poussaient », a déclaré Armand Versace.",0.9669036865234375,0.9471317529678345,0.9569156169891357,0.947782039642334,0.9199780225753784,0.933673083782196
249,NHK a également rapporté que la centrale nucléaire de Kashiwazaki Kariwa dans la préfecture de Niigata fonctionnait normalement.,"La NHK a également fait savoir que la centrale nucléaire de Kashiwazaki Kariwa, dans la préfecture de Niigata, fonctionnait normalement.",NHK a également rapporté que la centrale nucléaire de Kashiwazaki Kariwa dans la préfecture de Niigata fonctionnait normalement.,0.9752455353736877,0.9558350443840027,0.9654427170753479,0.9999997615814209,0.9999997615814209,0.9999997615814209
250,Hokuriku Electric Power Co. a déclaré qu'aucun effet du séisme n'avait été observé et que les réacteurs n° 1 et 2 de sa centrale nucléaire de Shika avaient été fermés.,Hokuriku Electric Power Co. n'a signalé aucun effet du tremblement de terre et que les réacteurs numéro 1 et 2 de sa centrale nucléaire de Shika ont été arrêtés.,Hokuriku Electric Power Co. a signalé qu'il n'y avait eu aucun effet de la part du tremblement de terre et que les réacteurs numéro 1 et 2 de sa centrale nucléaire de Shika étaient arrêtés.,0.9206624031066895,0.9346818923950195,0.927619218826294,0.9237685203552246,0.907958984375,0.9157955050468445
251,On rapporte que quelque 9.400 foyers de la région sont sans eau et environ 100 sans électricité.,"On signale qu'environ 9 400 habitations de la région sont privées d'eau, et qu'environ 100 sont privées d'électricité.",Il est rapporté qu'environ 9400 foyers dans la région sont sans eau et environ 100 sans électricité.,0.8969444036483765,0.8561416268348694,0.876068115234375,0.9428706169128418,0.9396076798439026,0.9412363171577454
252,"Certaines routes ont été endommagées, le service ferroviaire a été interrompu dans les zones touchées, et l'aéroport de Noto, dans la préfecture d'Ishikawa, reste fermé.","Certaines routes ont été endommagées, le service ferroviaire a été suspendu dans les zones affectées, et l’aéroport de Noto de la préfecture d’Ishikawa est toujours fermé.","Certaines routes ont été endommagées, le service ferroviaire a été interrompu dans les zones touchées, et l'aéroport de Noto dans la préfecture d'Ishikawa reste fermé.",0.9407339692115784,0.9405128955841064,0.9406234622001648,0.9824143648147583,0.9935263395309448,0.9879391193389893
253,Une bombe a explosé devant le bureau du gouverneur général.,Une bombe a explosé devant le bureau du gouverneur général.,Une bombe a explosé devant le bureau du gouverneur général.,1.0,1.0,1.0,1.0,1.0,1.0
