id,translated_russian,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
301,"Иногда насильственные протесты были вызваны невыполнением выборов, некоторые из которых должны были состояться с 2011 года.","Эти иногда сопровождавшиеся насилием протесты были вызваны непроведением выборов, некоторые из которых должны были состояться ещё в 2011 году.","Иногда насильственные протесты были вызваны невыполнением выборов, некоторые из которых должны были состояться с 2011 года.",0.8968654274940491,0.8726169466972351,0.8845750093460083,1.0000001192092896,1.0000001192092896,1.0000001192092896
302,"Было зарегистрировано около 60 случаев перегрева и повреждений iPod, в результате чего произошло шесть пожаров и четыре человека получили незначительные ожоги.","Было получено около 60 случаев перегрева бракованных устройств iPod, в результате чего произошло шесть пожаров и четыре человека получили небольшие ожоги.","Сообщается о примерно 60 случаях перегрева неисправных iPod, что привело к шести пожарам и оставило четырех человек с незначительными ожогами.",0.9046318531036377,0.8944405317306519,0.8995072841644287,0.8372465968132019,0.8286805152893066,0.832941472530365
303,"Министерство экономики, торговли и промышленности Японии (METI) заявило, что оно стало осведомлено о 27 авариях, связанных с устройствами.","Министерство экономики, торговли и промышленности Японии (METI) заявило, что ему было известно о 27 cлучаях, связанных с этими устройствами.","Министерство экономики, торговли и промышленности Японии (METI) сообщило, что было известно о 27 инцидентах, связанных с этими устройствами.",0.9069096446037292,0.9088793992996216,0.9078934788703918,0.9162055253982544,0.9218210577964783,0.9190047383308411
304,"На прошлой неделе METI объявила, что Apple сообщила ей о 34 дополнительных инцидентах с перегревом, которые компания назвала ""несерьезными"".","На прошлой недели Министерство экономики, труда и промышленности объявило, что Apple  проинформировала его о 34 дополнительных случаях перегрева, которые компания назвала ""несерьёзными"".","На прошлой неделе Министерство экономики, торговли и промышленности (METI) объявило, что Apple сообщила о 34 дополнительных инцидентах перегрева, которые компания назвала ""недостаточно серьезными.""",0.8895272612571716,0.8687326312065125,0.8790069818496704,0.8933323621749878,0.8397918939590454,0.8657351136207581
305,"В ответ на это министерство назвало отсрочку Apple отчета ""истинно сожалеющим"".","В ответ министерство назвало задержку отчета Apple ""очень прискорбной"" .","Министерство ответило, назвав отсрочку доклада Apple «действительно прискорбной».",0.8661998510360718,0.8794060945510864,0.8727529644966125,0.8230019807815552,0.8211334943771362,0.8220666646957397
306,Землетрясение произошло в Мариане в 07:19 по местному времени (09:19 по местному времени в пятницу).,В 07:19 утра по местному времени (21:19 по Гринвичу в пятницу) произошло землетрясение в Мариане.,Землетрясение произошло в Мариане в 07:19 утра по местному времени (09:19 вечера по GMT в пятницу).,0.8724082112312317,0.848342776298523,0.860207200050354,0.9580715298652649,0.9294734001159668,0.9435558319091797
307,"Управление по чрезвычайным ситуациям Северных Марианских островов сообщило, что в стране не было никаких повреждений.","Управление по чрезвычайным ситуациям Северных Марианских островов заявило, что в стране не было сообщений о причинённом ущербе.","Офис управления чрезвычайными ситуациями Северных Марианских островов сообщил, что в стране не было зафиксировано никаких повреждений.",0.930381178855896,0.9035987854003906,0.91679447889328,0.9625003337860107,0.9176433086395264,0.9395367503166199
308,"Также Центр предупреждения о цунами в Тихом океане сообщил, что никаких признаков цунами не было.","Также Тихоокеанский центр предупреждения цунами заявил, что никаких признаков цунами не было.","Также Тихоокеанский центры предупреждения о цунами сообщил, что нет указаний на цунами.",0.9151116609573364,0.9405802488327026,0.9276711940765381,0.860569179058075,0.8858110904693604,0.8730077147483826
309,"Бывший филиппинский полицейский держал в заложниках гонконгских туристов, похитив их автобус в столице Филиппин Маниле.","Бывший филиппинский полицейский угнал туристический автобус в Маниле, столице Филиппин, и взял в заложники гонконгских туристов.","Бывший полицейский из Филиппин взял туристов из Гонконга в заложники, захватив их автобус в Маниле, столице Филиппин.",0.8959574103355408,0.8930108547210693,0.8944816589355469,0.8738056421279907,0.8766682147979736,0.8752346038818359
311,"Несколько заложников были спасены, и по меньшей мере шесть были подтверждены мертвыми.","Несколько заложников были спасены, а как минимум шестеро были признаны погибшими на данный момент.","Несколько заложников были спасены, и как минимум шесть человек подтверждено погибшими на данный момент.",0.8851977586746216,0.8801881074905396,0.8826858401298523,0.8956301808357239,0.8762685060501099,0.8858435153961182
312,"Шесть заложников, включая детей и пожилых людей, были освобождены раньше срока, как и филиппинские фотографы.","Шестеро заложников, включая детей и пожилых людей, освободили раньше, как и филиппинских фотографов.","Шестеро заложников, включая детей и пожилых людей, были освобождены ранее, так же как и филлипинские фотографы.",0.9306223392486572,0.9520691633224487,0.9412236213684082,0.9382613301277161,0.9376986026763916,0.9379799365997314
314,Лиггинс пошел по стопам отца и начал карьеру в медицине.,Лиггинс пошел по стопам отца и начал карьеру в медицине.,Лиггинс пошёл по стопам своего отца и выбрал карьеру в медицине.,1.0,1.0,1.0,0.9764186143875122,0.9627290964126587,0.9695255160331726
315,Он получил образование в области акушерства и начал работать в Национальной женской больнице Окленда в 1959 году.,Он получил образование акушера-гинеколога и начал работать в Национальной женской больнице Окленда в 1959 году.,Он обучался как акушер и начал работать в Национальной женской больнице Окленда в 1959 году.,0.956957221031189,0.9344499111175537,0.945569634437561,0.9480069875717163,0.9512590169906616,0.9496302604675293
316,"В то время как он работал в больнице, Лиггинс начал исследовать преждевременные роды во время свободного времени.","Когда Лиггинс работал в больнице, в свободное от работы время он начал расследовать случаи преждевременных родов.","Пока он работал в больнице, Лиггинс начал исследовать преждевременные роды в свободное время.",0.8716138601303101,0.8813141584396362,0.8764371871948242,0.9510928988456726,0.9686837792396545,0.9598077535629272
317,"Его исследования показали, что если вводить гормон, он ускоряет созревание плода легких.","Его исследование показало, что если вводить гормон, то он усилит созревание легких ребёнка в период развития плода.","Его исследование показало, что если вводить гормон, это ускорит созревание легких плода у ребенка.",0.9384949803352356,0.9057902693748474,0.9218526482582092,0.9464130401611328,0.9222469329833984,0.9341737031936646
318,"Как сообщает Синьхуа, правительственные следователи в среду обнаружили два ""черных ящика"" для записи полетов.","Как передает Синьхуа, в среду государственные следователи обнаружили два бортовых самописца или, по-другому, ""черных ящика"".","Синьхуа сообщила, что правительственные следователи в среду обнаружили два 'черных ящика' с записями полетов.",0.8860375881195068,0.8454503417015076,0.8652682900428772,0.9216827154159546,0.9098897576332092,0.9157482385635376
319,Соратники борцов также отдавали дань Луне.,Коллеги-рестлеры тоже отдали Луне дань уважения.,Товарищи-рестлеры также отдали дань уважения Луне.,0.777487576007843,0.7393519878387451,0.757940411567688,0.8579610586166382,0.8229914307594299,0.8401125073432922
320,"Томми Мечтатель сказал: ""Лона была первой королевой Экстрема, моим первым менеджером, Луна умерла в ночь на две луны, довольно уникальная, как и она, сильная женщина"".","Вот, что сказал Томми Дример: ""Луна стала первой Королевой Экстрима. Она была моим первым менеджером. Луна ушла из жизни в ночь двух лун. Это такое уже уникальное событие, как и она сама. Сильная женщина"".","Томми Дриммер сказал: ""Луна была первой Королевой Экстрима. Моим первым менеджером. Луна ушла из жизни в ночь двух луний. Довольно уникально, как и она сама. Сильная женщина.""",0.8560671806335449,0.826961874961853,0.8412628769874573,0.86423659324646,0.8523797392845154,0.8582671880722046
321,"Дастин ""Голдсту"" Руннелс прокомментировал, что ""Лона была такой же странной, как и я... может быть даже больше... люблю ее и буду скучать по ней... надеюсь, она в лучшем месте"".","Дастин ""Голдаст"" Раннелс сказал: ""Луна была такая же чумовая, как я... Возможно, даже более чумовая... Люблю её и буду скучать по ней... Надеюсь, она в лучшем месте"".","Дастин ""Голдаст"" Раннелс прокомментировал: ""Луна была такой же странной, как и я... может, даже более... я люблю её и буду скучать по ней... надеюсь, что она в лучшем месте.""",0.8962424993515015,0.887410044670105,0.8918043971061707,0.9386081695556641,0.9348419904708862,0.9367213249206543
322,"Из 1400 опрошенных людей, опрошенных до федеральных выборов 2010 года, те, кто выступает против того, чтобы Австралия стала республикой, выросли на 8% с 2008 года.","Из 1400 человек, опрошенных в преддверии федеральных выборов 2010 года, число тех, кто выступает против того, чтобы Австралия стала республикой, выросло с 2008 года на 8 процентов.","Из 1400 опрошенных перед федеральными выборами 2010 года количество тех, кто против того, чтобы Австралия стала республикой, увеличилось на 8 процентов по сравнению с 2008 годом.",0.9441409111022949,0.9155870079994202,0.929644763469696,0.8967683911323547,0.8786949515342712,0.8876397013664246
323,"Временный премьер-министр Джулия Гиллард заявила во время кампании на федеральных выборах 2010 года, что она считает, что Австралия должна стать республикой в конце правления королевы Елизаветы II.","Исполняющая обязанности премьер-министра Джулия Гиллард во время федеральной избирательной кампании 2010 года высказала мнение о том, что Австралия должна стать республикой после правления королевы Елизаветы II.","Управляющая премьер-министр Юлия Гиллард заявила во время кампании федеральных выборов 2010 года, что она считает, что Австралия должна стать республикой по окончании правления королевы Елизаветы II.",0.9230715036392212,0.8952929973602295,0.9089701175689697,0.9608938097953796,0.9577237963676453,0.9593061804771423
324,"34% опрошенных разделяют эту точку зрения, желая, чтобы королева Елизавета II была последней австралийской монархой.","34% опрошенных разделяют эту точку зрения и хотят, чтобы королева Елизавета II стала последним монархом Австралии.","34 процента опрошенных разделяют эту точку зрения, желая, чтобы королева Елизавета II стала последней монархиней Австралии.",0.9262057542800903,0.9465015530586243,0.9362435936927795,0.9387352466583252,0.9505397081375122,0.9446005821228027
325,"В результате опроса 29 процентов опрошенных считают, что Австралия должна стать республикой как можно скорее, а 31 процента считают, что Австралия никогда не должна стать республикой.","Опрос показал следующее: 29 процентов респондентов уверены, что Австралия должна как можно скорее стать республикой, а 31 процент полагает, что ей не нужна эта форма государственного устройства.","На крайних позициях опроса 29 процентов опрошенных считают, что Австралия должна стать республикой как можно скорее, в то время как 31 процент считает, что Австралия никогда не должна становиться республикой.",0.8719577789306641,0.8109054565429688,0.8403241634368896,0.9562056064605713,0.9269233345985413,0.9413368105888367
326,"Олимпийский золотой медалист должен был плавать в 100 и 200 метрах в свободном стиле и в трех релеях на Играх Содружества, но из-за его жалоб его физическая подготовка была под вопросом.","Олимпийский золотой медалист должен был участвовать в заплыве на 100 и 200 м в вольном стиле и в трёх эстафетах на Играх Содружества, но из-за его жалоб его физическая форма теперь находится под сомнением.","Олимпийский чемпион должен был участвовать в заплывах на 100 метров и 200 метров вольным стилем, а также в трех эстафетах на Играх Содружества, но из-за его жалоб его физическая форма вызывает сомнения.",0.9145106673240662,0.8959773778915405,0.9051492214202881,0.8834028244018555,0.8729282021522522,0.8781343102455139
327,"Он не смог принимать лекарства, необходимые для преодоления боли, так как они запрещены на Игры.","Он не смог принять препараты, необходимые для облегчения боли, так как они запрещены в Играх.","Он не смог принимать лекарства, необходимые для преодоления боли, так как они запрещены на Играх.",0.9246969223022461,0.9360789060592651,0.9303531050682068,0.9758613705635071,0.9802212715148926,0.9780365228652954
328,"Кёртис Купер, математик и профессор компьютерных наук в Университете Центрального Миссури, обнаружил самое большое известное до сих пор первое число 25 января.","Кёртис Купер, математик и профессор компьютерных наук в Университете Центрального Миссури, 25 января открыл самое большое простое число, известное на сегодняшний день.","Куртис Купер, математик и профессор компьютерных наук в Университете Центрального Миссури, обнаружил крупнейшее известное простое число на сегодняшний день 25 января.",0.91556715965271,0.9169856309890747,0.9162758588790894,0.930622935295105,0.9100393652915955,0.9202160835266113
329,Несколько человек проверили открытие с использованием различного оборудования и программного обеспечения к началу февраля и это было объявлено во вторник.,"Во вторник было объявлено, что к началу февраля несколько человек подтвердили это открытие при помощи различного аппаратного и программного обеспечения.","Несколько человек подтвердили открытие, используя различное оборудование и программное обеспечение, к началу февраля, и это было объявлено во вторник.",0.8565024733543396,0.8443036079406738,0.8503592610359192,0.9228236675262451,0.8804404139518738,0.9011338949203491
330,"Возможно, кометы были источником воды на Земле, а также органического вещества, которое может образовывать белки и поддерживать жизнь.","Возможно, кометы были источником доставки воды на Землю, а также источником органических веществ, которые могут формировать белки и поддерживать жизнь.","Кометы, возможно, были источником доставки воды на Землю вместе с органическими веществами, которые могут образовывать белки и поддерживать жизнь.",0.9498987793922424,0.9388641715049744,0.9443492293357849,0.9085714221000671,0.8930826783180237,0.9007604718208313
331,"Ученые надеются понять, как формируются планеты, особенно как формируется Земля, так как кометы столкнулись с Землей давно.","Учёные надеются понять, как образуются планеты, особенно то, как образовалась Земля, поскольку кометы сталкивались  с Землёй очень давно.","Ученые надеются понять, как формируются планеты, особенно как образовалась Земля, поскольку кометы сталкивались с Землей давно.",0.9432238936424255,0.9270585179328918,0.9350713491439819,0.9686445593833923,0.9699296951293945,0.9692866802215576
332,"53-летний Куомо начал свой пост губернатора в начале этого года и в прошлом месяце подписал законопроект, легализующий однополые браки.",53-летний Куомо начал свою деятельность на посту губернатора в начале этого года и подписал законопроект о легализации однополых браков в прошлом месяце.,"Куомо, 53 года, начал свои полномочия губернатора в начале этого года и подписал закон в прошлом месяце, легализующий однополые браки.",0.9200911521911621,0.9255617260932922,0.9228183627128601,0.9141275882720947,0.9015235900878906,0.9077818393707275
333,"Он назвал эти слухи ""политическими разговорами и глупостью"".","Он назвал эти слухи ""политической болтовнёй и глупостью"".","Он назвал слухи ""политической болтовней и глупостью"".",0.9290608167648315,0.941900372505188,0.9354365468025208,0.9079617857933044,0.921615481376648,0.9147377014160156
334,"Предполагается, что он будет баллотироваться на пост президента в 2016 году.","Предполагается, что он будет баллотироваться в президенты в 2016 году.","Существует предположение, что он будет баллотироваться на пост президента в 2016 году.",0.9761474132537842,0.974767804145813,0.9754570722579956,0.9591546654701233,0.9517996311187744,0.9554629921913147
335,"NextGen - это система, по утверждению FAA, которая позволит самолетам летать на более коротких маршрутах, сэкономить миллионы галлонов топлива каждый год и сократить выбросы углерода.","NextGen — это система, которая, по заверению Федеральной авиационной администрации США, позволит самолетам летать по сокращенным маршрутам и ежегодно экономить миллионы галлонов топлива, а также снизить выбросы углерода.","NextGen - это система, которую FAA утверждает, позволит самолетам лететь более короткими маршрутами, экономить миллионы галлонов топлива каждый год и сокращать выбросы углерода.",0.8995106220245361,0.8648468852043152,0.8818382024765015,0.9327093362808228,0.943205714225769,0.9379281401634216
336,"Он использует спутниковую технологию, а не старую наземную технологию, основанную на радарах, чтобы позволить управляющим воздушным движением выделять самолеты с большей точностью и давать пилотам более точную информацию.","Она использует спутниковую технологию вместо старой технологии на основе наземных РЛС, что позволит авиадиспетчерам точнее определять положение самолетов и давать пилотам более точную информацию.","Она использует спутниковую технологию вместо устаревшей технологии наземного радара, что позволяет диспетчерам более точно определять местоположение самолетов и предоставлять пилотам более точную информацию.",0.8406209945678711,0.8425630331039429,0.8415908813476562,0.8204680681228638,0.8379412889480591,0.8291125893592834
337,"В Уэмбли не будет дополнительного транспорта, подземные поезда не останутся, а на земле нет парковки и парковки.","К Уэмбли не запущено дополнительного транспорта, там не будут останавливаться наземные поезда, кроме того, на поверхности отсутствуют парковки и перехватывающие стоянки.","Дополнительный транспорт не будет назначен, а наземные поезда не будут останавливаться на Уэмбли, также парковка и услуги парковки с последующим пересадкой недоступны на стадионе.",0.8921953439712524,0.8133529424667358,0.8509517908096313,0.8423442840576172,0.7775789499282837,0.8086669445037842
338,"Страхи от отсутствия транспорта подняли вероятность того, что игра будет вынуждена играть за закрытыми дверями без болельщиков команды.","Опасения по поводу отсутствия транспорта вызвали предположение о том, что игру, возможно, придётся проводить за закрытыми дверями без болельщиков.","Опасения по поводу недостатка транспорта подняли вопрос о том, что игра может пройти без зрителей, без поддержки команды.",0.8864010572433472,0.8573632836341858,0.8716403841972351,0.8067821860313416,0.836283266544342,0.82126784324646
339,"В исследовании, опубликованном в четверг в журнале Science, говорилось о формировании нового вида птиц на Галапагосских островах Эквадора.","В описании исследования, опубликованного в четверг в журнале Science, говорится о возникновении нового вида птиц на эквадорских Галапагосских островах.","Исследование, опубликованное в четверг в журнале Science, сообщило о формировании нового вида птиц на Галапагосских островах Эквадора.",0.9271141290664673,0.9233800172805786,0.9252433180809021,0.9511913061141968,0.9503264427185059,0.9507586359977722
340,"Исследователи из Принстонского университета в США и Университета Упсалы в Швеции сообщили, что новый вид развился всего за два поколения, хотя этот процесс, как полагали, занимает гораздо больше времени, из-за размножения между эндемической финчью Дарвина, Geospiza fortes, и иммигрантским кактовым финчем, Geospiza conirostris.","Исследователи из Принстонского университета (США) и Уппсальского университета (Швеция) сообщили, что из-за спаривания эндемического зяблика Дарвина (Geospiza fortes) с переселившимся кактусовым зябликом (Geospiza conirostris), новый вид эволюционировал всего за два поколения, хотя считалось, что этот процесс займёт гораздо больше времени.","Исследователи из Принстонского университета в США и Уппсальского университета в Швеции сообщили, что новый вид развился всего за два поколения, хотя считалось, что этот процесс занимает гораздо больше времени, из-за скрещивания эндемичного дарвинового соловья, Geospiza fortes, и иммигрантского кактусового соловья, Geospiza conirostris.",0.851830005645752,0.8401107788085938,0.8459298014640808,0.9004373550415039,0.899861216545105,0.9001491665840149
341,Золото можно переделать в разные формы.,Золоту можно придать любую форму. Его можно cкатать в очень малые формы.,Золото можно обрабатывать в самые разные формы. Его можно прокатывать в крошечные формы.,0.8472550511360168,0.7699073553085327,0.8067314028739929,0.8913379311561584,0.8087396621704102,0.8480323553085327
342,"Его можно вытянуть в тонкую проволоку, которую можно покрутить и плести, забить или закрутить в листы.","Его можно вытянуть в тонкую проволоку, которую можно сплетать и платировать. Оно может быть чеканным или свернутым в рулоны.","Это можно вытянуть в тонкую проволоку, которую можно закрутить и сплести. Ее можно молотком или прокатать в листы.",0.8768320083618164,0.8470445871353149,0.8616809844970703,0.9171962141990662,0.8823126554489136,0.8994163274765015
343,"Он может быть настолько тонким, что иногда использовался для украшения рисунков, написанных в книгах, называемых ""просвещенными рукописями"".","Его можно сделать очень тонким и присоединить на другой метал. Его можно сделать настолько тонким, что иногда его использовали для украшения расписанных вручную иллюстраций в книгах – так называемая ""лицевая рукопись"".","Это можно сделать очень тонким и приклеить к другому металлу. Его можно сделать настолько тонким, что иногда его использовали для украшения ручной росписи в книгах, называемых «иллюминированные манускрипты».",0.8256483674049377,0.7857373952865601,0.805198609828949,0.8435311317443848,0.7981871366500854,0.8202329277992249
344,Это называется pH химического вещества. Вы можете сделать показатель с помощью сока красного капусты.,Это называется pH химического вещества. Вы можете сделать индикатор при помощи сока красной капусты.,"Это называется pH химического вещества. Вы можете сделать индикатор, используя сок красной капусты.",0.9676328897476196,0.9500772953033447,0.958774745464325,0.9441907405853271,0.9130539894104004,0.9283613562583923
345,"Сок капусты меняет цвет в зависимости от того, насколько кислотным или основной (алкальным) химическим веществом является.","Капустный сок меняет цвет в зависимости от того, насколько кислотным или щелочным является химическое вещество.","Сок капусты меняет цвет в зависимости от того, насколько кислым или щелочным (основным) является вещество.",0.8773719668388367,0.8935760259628296,0.8853998780250549,0.8964805006980896,0.9138017296791077,0.9050582051277161
346,Уровень pH указывается количеством ионов водорода (H в pH) в испытанном химическом веществе.,Показатель pH определяется степенью насыщенности ионами водорода (H в pH) исследуемого химического соединения.,Уровень pH определяется количеством ионов водорода (H в pH) в тестируемом веществе.,0.8810107111930847,0.8491698503494263,0.8647973537445068,0.9367051124572754,0.9392135739326477,0.9379577040672302
347,"Водородные ионы - это протоны, у которых были отняты электроны (поскольку атомы водорода состоят из одного протона и одного электрона).","Ионы водорода — это протоны, от которых отделены электроны (атомы водорода состоят из одного протона и одного электрона).","Ионы водорода — это протоны, у которых были удалены электроны (поскольку атомы водорода состоят из одного протона и одного электрона).",0.8991857171058655,0.9182841777801514,0.9086346626281738,0.9371515512466431,0.9408828020095825,0.9390134215354919
348,"Скрутите два сухих порошка вместе, а затем, чистыми мокрыми руками, сжимайте их в мяч.","Получите новую смесь, перемешав два сухих порошка в одной емкости, а затем чистыми влажными руками слепите из этой смеси шарик.","Смешайте два сухих порошка вместе, а затем, с чистыми влажными руками, сожмите их в шар.",0.8090635538101196,0.774809718132019,0.7915661931037903,0.9014148116111755,0.9025161266326904,0.9019651412963867
349,"Влажность на ваших руках будет реагировать с внешними слоями, которые будут чувствовать себя смешными и образуют своеобразную оболочку.","Влага на ваших руках вступит в реакцию с верхним слоем, что будет необычно, затем сформируется подобие оболочки.","Влага на ваших руках будет реагировать с внешними слоями, что создаст необычное ощущение и образует своего рода оболочку.",0.7676390409469604,0.7822834849357605,0.7748921513557434,0.857244074344635,0.8676053285598755,0.8623934984207153
350,"В городах Хараппа и Мохенджо-Даро практически в каждом доме был туалет, прикрепленный к сложной канализационной системе.","Почти в каждом доме городов Хараппа и Мохенджо-Даро был туалет со смывом, подключённый к сложной канализационной системе.","Города Хараппа и Мохенджо-Даро имели туалеты с подводкой прямо в каждом доме, подключенные к сложной системе канализации.",0.9303281307220459,0.9184404611587524,0.9243460893630981,0.9007664918899536,0.8997003436088562,0.9002331495285034
351,В домах минойских городов Крита и Санторини в Греции были найдены останки канализационных систем.,Сохранившиеся фрагменты канализационных систем были обнаружены в домах минойских городов на островах Крит и Санторин в Греции.,Остатки систем канализации были найдены в домах минойских городов Крита и Санторини в Греции.,0.9040800333023071,0.8686159253120422,0.8859931826591492,0.922935962677002,0.9304428100585938,0.9266741871833801
352,"В древнем Египте, Персии и Китае были туалеты, а в римской цивилизации туалеты иногда были частью общественных бани, где мужчины и женщины находились вместе в смешанной компании.","Туалеты были также в Древнем Египте, Персии и Китае. В римской цивилизации туалеты иногда были частью общественных бань, где мужчины и женщины мылись вместе.","В Древнем Египте, Персии и Китае также были туалеты. В римской цивилизации туалеты иногда были частью общественных бань, где мужчины и женщины находились вместе в смешанной компании.",0.9017241597175598,0.9228988885879517,0.9121886491775513,0.9691295623779297,0.9690762758255005,0.9691029191017151
353,"Когда вы звоните кому-то, кто находится за тысячи километров, вы используете спутник.","Когда вы звоните кому-то за тысячи миль от вас, вы используете спутник.","Когда вы звоните кому-то, кто находится за тысячи миль от вас, вы используете спутник.",0.9199867248535156,0.9120381474494934,0.9159952402114868,0.9769308567047119,0.9366532564163208,0.9563681483268738
354,"Спутниковый аппарат в космосе получает звонок и затем отражает его обратно, почти мгновенно.",Спутник в космосе принимает звонок и практически мгновенно отражает его обратно вниз.,Спутник в космосе получает сигнал и почти мгновенно отражает его обратно.,0.9092261791229248,0.9369233846664429,0.9228670001029968,0.8916573524475098,0.9379339218139648,0.9142103791236877
355,"Ученые используют телескопы в космосе, потому что атмосфера Земли искажает часть нашего света и зрения.","Спутник был доставлен в космос ракетой. Ученые используют телескопы в космосе, потому что атмосфера Земли в некоторой степени искажает наш свет и обзор.","Спутник был запущен в космос ракетой. Ученые используют телескопы в космосе, потому что атмосфера Земли искажает часть нашего света и видимости.",0.9249545335769653,0.8477978706359863,0.8846971392631531,0.9603173136711121,0.88205885887146,0.9195259809494019
356,"Для того, чтобы спутник или телескоп попали в космос, требуется гигантская ракета высотой более 100 футов.",Для запуска в космос спутника или телескопа необходима гигантская ракета высотой более 100 футов.,Для вывода спутника или телескопа на орбиту требуется гигантская ракета высотой более 100 футов.,0.8846391439437866,0.9062273502349854,0.8953031301498413,0.8959031105041504,0.9148253202438354,0.9052653312683105
