id,translated_japanese,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
295,"アスンクリコナテ び と , クレシ び と の 近く に あ る アビクレテ び と クレネ ・ カクエケル の 下 に あ っ た . エゲビクリ び と の 下 に あ る アビフ タイム の 行 者 で あ っ た .",NPWSとオーストラリアのスポーツ射撃協会（NSW）の提携により、スポーツ射撃協会の狩猟プログラムで有資格ボランティアが募集されました。,NPWSとオーストラリアスポーティングシューターズ協会（NSW）Incの提携により、スポーティングシューターズ協会の狩猟プログラムの下で、資格を持つボランティアが募集されました。,0.5421680212020874,0.5591211318969727,0.5505141019821167,0.5572817921638489,0.5567249059677124,0.5570032000541687
296,"アビクリオンの改宗者,クタビベン,クミレオメナなどの 定めては,クミレオンが受けようとした. その与えられている種は,恐怖と教とがある.",NPWSと協力する公園保全・遺産局長代行ミック・オフリン氏によると、最初の射撃作戦に選ばれた4人の射撃手は、総合的な安全・訓練の指導を受けたそうです。,NPWSのパーク保全と遺産の臨時ディレクター、ミック・オフリンによると、最初の狩猟作業に選ばれた4人の射手は、包括的な安全と訓練の指導を受けたとのことです。,0.6433202028274536,0.630515992641449,0.6368537545204163,0.6600187420845032,0.6525002717971802,0.6562379598617554
297,"新し い "" 新し い "" と 誓 っ た こと は , 新し い "" ケラミヤ "" と 誓願 する もの で あ る . "" ノン ・ ハケラクラク"" と い う の で あ る .",昨日、マルテリーは9人のメンバーで構成される新しい臨時選挙管理委員会会（CEP）で宣誓しました。,マルテリーは昨日、新しい暫定選挙管理委員会（CEP）の9人のメンバーを宣誓しました。,0.5892642736434937,0.590142548084259,0.5897030234336853,0.587738037109375,0.5988357067108154,0.5932349562644958
298,これ は ネレカ の 五 年 の 五 分 の 一 で あ る .,マルテリーにとっては4年間で5度目のCEPです。,これはマルテルの4年間で5回目のCEPです。,0.680039644241333,0.6599636077880859,0.6698512434959412,0.716754674911499,0.7069562077522278,0.7118217349052429
299,"一 か月 ごと に 警告 し て , それ を 整え た 人々 の 規定 は , 新し い 地 に 対 する 新し い 定め られ た もの で あ る . それ は , 新し い 地 を 管理 する 者 の 受 く べ き 分 の 一 で あ っ て , 新し い 地 に 用意 さ れ て い る もの で あ る .",先月、大統領委員会は、新たな選挙に向けて国を動かすための措置の一環として、前任の欧州委員会の辞任を勧告した。,先月、大統領委員会は、国の新しい選挙に向けた措置の一環として、前のCEPの辞任を推奨しました。,0.5696528553962708,0.615142822265625,0.5915245413780212,0.5903967618942261,0.6294224262237549,0.6092853546142578
300,"この 命令 は 与え られ て , その 与え られ た 物 は 一 枚 の 重 さ で あ っ て , それ は うね に 行 わ れ る こと で あ る .",この委員会は、10月から始まった反体制派の抗議が広範囲に広がったことに対してマルテリー大統領が打った対策でした。,委員会は、10月に始まった広範な反体制の抗議に対するマルテリの反応でした。,0.6208145618438721,0.6343414187431335,0.6275050640106201,0.6034024357795715,0.6325061321258545,0.6176116466522217
301,"むかし は , 警告 と い う 人々 が 警告 さ れ て い た の で あ る . それ は , 吹 く こと に よ っ て 選 ば れ て い る 者 たち に , 投獄 さ れ た こと が あ る .",ときには暴力的になるこの抗議行動は、予定されていた選挙が実施されなかったことが引き金となって、2011年以降に発生しました。,時には暴力的な抗議行動は、2011年から行われていない選挙の未実施によって引き起こされました。,0.5735228657722473,0.6032227873802185,0.5879980325698853,0.5722333192825317,0.6078193783760071,0.589489758014679
302,"また , クシャヤ の クワン クワン の 入口 に は 火 の きば を も っ て , 焼 こ う と し て い た が , その 火 の 燃え る 炉 を も っ て , 四 人 の 民 を 焼 き , また , 火 の 燃え る 炉 を も っ て , それ を 焼 く の で あ る .",故障したiPodが発熱する問題が約60件も報告されており、合計6件の火災が発生し、4人が軽度の火傷を負いました。,約60件の故障したiPodが過熱するという報告があり、合計6件の火災が発生し、4人が軽い火傷を負いました。,0.5646640062332153,0.5952292084693909,0.5795438885688782,0.5715703368186951,0.6146554946899414,0.5923303961753845
303,"エコヅ , ビシャフ , カシャン , カルネ ・ カシャレシ の 人々 が あ っ た こと を わたし は 告げ た . これ は わたし が "" 計り ごと を めぐら す の で あ る "" と 思 っ た その 言葉 で あ る .",日本の経済産業省は、同機器に関連した事故が27件発生していることを把握していると発表しました。,日本の経済産業省（METI）は、デバイスに関連する27件の事故を把握していたと述べました。,0.5740249156951904,0.5972200632095337,0.5853927731513977,0.587408721446991,0.612606942653656,0.5997433066368103
304,"と い う の は , 一 か月 前 に , わたし は , "" アン ・ ホレス "" と 呼 ば れ て い る 』 と い う こと に つ い て , ラパトラオ ・ "" と 呼 ば れ た .",先週、経済産業省は、Appleが「深刻ではない」とする過熱事故を追加で34件報告したと発表しました。,先週、経済産業省（METI）は、アップルが34件の新たな過熱事象を報告したと発表しましたが、同社はこれを「重大ではない」と呼んでいます。,0.560172438621521,0.5857020616531372,0.5726528763771057,0.5736989974975586,0.5804890394210815,0.5770740509033203
305,"香 を た く 者 は , アンクリオ と い う 者 の 点 に あ る 巻物 一 羽 と を 取 っ て , カレト と 呼 ば れ て い る .",同省は、Appleの報告延期について「本当に遺憾だ」と語ることで対応した。,その省は、アップルの報告書の延期を「本当に遺憾だ」と表現して反応しました。,0.5850384831428528,0.6145676374435425,0.5994395613670349,0.6132176518440247,0.6192769408226013,0.6162323951721191
306,"キドン の 勢い を も っ て マクム を 撃 ち , クミロ を 撃 っ て み る . 見 よ , 昔 は パサム に 至 り , サファイヤ が 吹 い て き た .",この地震は、現地時間午前7時19分（金曜日午後9時19分GMT）にマリアナを襲いました。,地震がマリアナに現地時間の午前7時19分（グリニッジ標準時間の金曜日午後9時19分）に発生しました。,0.6460943818092346,0.5674360990524292,0.6042159795761108,0.6122285723686218,0.5483012199401855,0.5785041451454163
307,"マグマデ ・ マグラ は ビグラ と い う こと が な かっ た の で , 彼 は , 『 民 の うち に 害 が な い 』 と 言 っ た .",北マリアナ諸島の危機管理室（EMO）によると、全国的に被害は報告されていないとのことです。,北マリアナ諸島の緊急管理局は、国の中で損害の報告はないと述べました。,0.6054999828338623,0.6325417757034302,0.6187255382537842,0.6317061185836792,0.6619232892990112,0.6464617848396301
308,"また ホバイ と い う 者 も , アンパトイ と い う 者 も そこ に い な い と 言 っ て , "" タパト "" と い う よう に な っ た .",太平洋津波警報センターによれば、津波の兆候はないとのことでした。,また、太平洋津波警報センターは、津波の兆候はないと発表しました。,0.564736545085907,0.5946494340896606,0.5793071389198303,0.5744840502738953,0.6122691631317139,0.5927750468254089
309,"時 に , ニグクシ び と ビルハス ・ アビベノス が , 彼 ら の 軍勢 の 中 に あ る アビクワイ の ほとり に い る アビトクス ・ ホレス に 属 する 人々 の 言葉 を 満た し て , き た .",フィリピンの首都マニラでフィリピン人の元警官がバスをハイジャックして香港の観光客を人質にしています。,フィリピンの首都マニラでフィリピン人の元警官がバスをハイジャックして香港の観光客を人質にしています。,0.6075356006622314,0.6227531433105469,0.6150502562522888,0.6075356006622314,0.6227531433105469,0.6150502562522888
310,"火 は , その 火 で は な い エオ ・ クレン の 入口 に 至 る まで , わたし たち の 聖所 に 達 し て い る .",ロランド・メンドーサはM16ライフルで観光客に発砲しました。,ロランド・メンドーサは観光客に向けてM16ライフルを発砲しました。,0.6252956390380859,0.6534067392349243,0.6390421986579895,0.6225818991661072,0.6480839252471924,0.6350769996643066
311,"すべて悩 ん で い る 者 は 救 わ れ て 六 人 の 者 で あ っ て , それ はるか に 死 ん だ の で あ る .",何人もの人質が救出されましたが、これまでに少なくとも6人の死亡が確認されています。,数人の人質が救出され、少なくとも6人の死亡が確認されています。,0.5997613668441772,0.6316014528274536,0.6152697205543518,0.5960137844085693,0.6518456935882568,0.6226807236671448
312,"第 六 は 子供 たち と 幼 い 者 たち と は , 次 に も 寄 っ て 行 き ,与え られ る リオンスケラ と ビルマス に 寄 っ て き た .",子供と高齢者を含めた人質6名が早期に解放され、フィリピン人の写真家たちも同じく解放されました。,子供や高齢者を含む6人の人質が早期に解放され、フィリピンの写真家たちも同様に解放されました。,0.6604299545288086,0.6629899144172668,0.6617075204849243,0.6597810983657837,0.6660965085029602,0.6629237532615662
314,"リテマ は 父 ポテベツ に 従 っ て 父 の 足 の ところ に 行 き , ウラ に 会 っ た .",リギンズは父親の跡を継いで医学の道に進みました。,リギンズは父の足跡をたどり、医学の道に進みました。,0.6910197138786316,0.723032534122467,0.7066637277603149,0.7157834768295288,0.7340052723884583,0.7247798442840576
315,"彼 は スカナテ び と アクノン の よう に , シャフノン で 働 き , スカフカテ ・ ス に 寄 る こと を 始め る .",彼は産科医として研修を受け、1959年にオークランドの国立女性病院で働き始めました。,彼は産婦人科医としての訓練を受け、1959年にオークランドの国立女性病院で働き始めました。,0.6647775769233704,0.7075351476669312,0.6854902505874634,0.6674830913543701,0.6998568773269653,0.683286726474762
316,"彼 は 時 が 明け る ごと に , 悪魔 と 宴会 と の 交わり を し て い た . 彼 は , しばらくの間 その 苦痛 を 満た す に すぎ な い .",その病院に勤務しながら、リギンズは余暇を利用して早産についての研究を始めました。,彼は病院で働いている間、リギンズは暇な時間に早産について調査し始めました。,0.6048259735107422,0.6258100867271423,0.6151390671730042,0.6215642690658569,0.6467516422271729,0.6339078545570374
317,"その 罪 を 覚め る 人 が あ っ て , もし その 子 の 乳 ぶ さ を 切 る なら ば ,",ホルモンを投与すると胎児の肺の成熟が早まることが彼の研究でわかりました。,彼の研究は、ホルモンが投与されると、赤ちゃんの胎児の肺の成熟が速くなることを示しました。,0.6373167634010315,0.6508608460426331,0.6440175771713257,0.6390845775604248,0.657291054725647,0.6480599641799927
318,"また ,  先 に アビスキオ ポリス が い る こと を 報告 し , "" 寄 っ て き た ら せ て くださ い "" と い う こと に し た .",新華社は、政府の調査員が水曜日に「ブラックボックス」のフライトレコーダー2台を回収したと報じました。,新華社は、政府の調査官が水曜日に2つの「ブラックボックス」フライトレコーダーを回収したと報じました。,0.6092841029167175,0.6569727063179016,0.6322304010391235,0.608775794506073,0.661668062210083,0.6341208815574646
319,"他方 で は , 貢 を 送 る 者 たち に は , 貢 を 手 に する こと に な っ て い た .",仲間のレスラーたちもルナに敬意を表しました。,仲間のレスラーたちもルナに敬意を表しました。,0.6032931208610535,0.6240031719207764,0.6134734153747559,0.6032930612564087,0.6240032315254211,0.6134734153747559
320,"アルシ に は "" 最初 "" と 言 っ て い る . 第 一 の アカシャ は 最初 の 方 で , わたし の 親族 はよ く , 夜 も 傾 い て い た . それ は 正し い 女 の よう に 尊 い 女 の ため に "" と 言 っ た .",トミー・ドリーマーは「ルナは初代クイーン・オブ・エクストリームでした。私の最初のマネージャーでもありました。ルナは月が2つ出た夜に亡くなりました。彼女と同じようにかなりユニークな夜でした。強い女性でした。」と語っています。,トミー・ドリーマーは「ルナは初代エクストリームクイーンだった。私の最初のマネージャー。ルナは二つの月の夜に亡くなった。彼女のようにとてもユニークだ。強い女性だった」と言いました。,0.6696232557296753,0.6525952816009521,0.660999596118927,0.6755734086036682,0.6666494011878967,0.6710817217826843
321,"アゾバ は 行 っ て , "" アゲビム "" と 呼 ば れ , わたし の よう で あ っ た が , 必ず わたし の よう に な っ て も , なおき で あ り , それ は や ん で しま い , また その 欲望 に よ っ て 彼女 を 攻め , 一 つ の 場所 に お る .",ダスティン・「ゴールドダスト」・ラネルズは、「ルナは俺と同じくらい異常だった…あるいはそれ以上だったかも...彼女を愛しているし、彼女がいなくて寂しくなるよ…叶うならば、彼女には天国にいてほしい」とコメントしました。,ダスティン「ゴールドダスト」ラネルズは「ルナは私と同じくらい変わった存在だった…もしかしたらそれ以上かも…彼女を愛しているし、彼女を恋しく思う…彼女がより良い場所にいることを願っている。」とコメントしました。,0.6296736001968384,0.6367002725601196,0.6331674456596375,0.6284562349319458,0.6510249376296997,0.639541506767273
322,"と い う の は , 混乱 の ため に , 混乱 の ため に 選 ば れ て い る 民 , 選民 全体 の 中 から 選 ば れ る 人 たち の 前 で は , ごらん に な っ て い る が , 島 から は , がぎ のぼ っ て 来る 人 たち に 対 し て , 働 き , いや さ れ た 者 ども が , 重 い と な っ て い る .",2010年の連邦選挙に先立って実施された1400人の世論調査では、オーストラリアの共和国化に反対する人は2008年よりも8%増加しました。,"2010年の連邦選挙の前に行われた1,400人への調査の結果、オーストラリアが共和制になることに反対する人々は2008年から8パーセント増加しました。",0.5335936546325684,0.5755665302276611,0.5537859201431274,0.5326590538024902,0.5791788697242737,0.5549458265304565
323,"アスンクロテ・ネレベネコが,一ホメルの領主沿岸を飼うばっており,テパトラテ・ネコス 間 じ て , パトラクステの支配 を 起 す に 至 っ て い る . わたし は 生れ ながら の 王 と な る こと を , 信 じ て い た .",ジュリア・ギラード暫定首相は、2010年の連邦選挙での選挙戦で、エリザベス2世女王の治世が終われば、オーストラリアは共和制に移行するべきだと主張しました。,管理者のジュリア・ギラード首相は、2010年の連邦選挙のキャンペーン中に、エリザベス2世女王の治世の終わりにオーストラリアは共和国になるべきだと信じていると主張しました。,0.6054341793060303,0.6293774843215942,0.6171737313270569,0.6082557439804077,0.625667154788971,0.6168385744094849
324,"その 上 に クレオテ の 人々 から , 次 の こと を 知 っ て い る . わたし は パトライス ・ カレト と い う 人 パトエル に , はい っ て 行 く の で あ る .",世論調査では34%の人がこの意見に賛成しており、エリザベス女王2世がオーストラリア最後の君主であることを望んでいます。,アンケートに回答した人々の34％が、この見解を共有しており、エリザベス2世女王をオーストラリアの最後の君主にしたいと考えています。,0.5962823629379272,0.6045987010002136,0.6004117727279663,0.5991683602333069,0.6052976250648499,0.6022173762321472
325,"そう し た の は ,  これ ら の 者 の 模範 に さ れ て い た こと が 起 る か も 知れ な い . その 時 に は , 申立て の あ る こと が わか る . そう い う 者 は , "" 信 じ な い "" と 言 っ て , 裁判 を 受け る か も 知れ な い .",世論調査では、オーストラリアはできるだけ早く共和国になるべきだと考えている人が29%、共和国になるべきではないと考えている人が31%と、両極端の結果が出ています。,調査の極端な結果として、29%の回答者はオーストラリアができるだけ早く共和国になるべきだと信じている一方で、31%はオーストラリアは決して共和国になってはいけないと考えています。,0.5670425295829773,0.594293475151062,0.5803483128547668,0.5680726766586304,0.5937836170196533,0.5806436538696289
326,"また その ともしび は 金 の 板 で あ っ て , わたし の 前 の  前 の 金 の 彫り物 は , クミタ , クミン の 三 分 の 三 分 の 一 は これ を 用い る ほど の もの で あ っ た . しかし その 思い は 全く 続 き , その 乱行 は なくな っ て い た .",そのオリンピック金メダリストは、コモンウェルスゲームで100mと200m自由形と3つのリレーで泳ぐ予定でしたが、本人が訴えた症状から健康状態が疑われています。,オリンピック金メダリストは、コモンウェルスゲームズで100mおよび200m自由形泳法と3つのリレースタイルに出場する予定でしたが、彼の不満によりフィットネスに疑問が生じています。,0.5989855527877808,0.5938109159469604,0.5963870286941528,0.5880670547485352,0.5799381136894226,0.5839742422103882
327,"彼 は 手綱 を も っ て , 悩み を 免れ る こと は し な い . その 苦痛 は , 冷やか に 似 て い る 葦 の よう な もの で あ る .",痛みを抑えるのに必要な薬がその大会で禁止されているため、彼は服用できませんでした。,彼は痛みを克服するために必要な薬を服用できないままでいます。その薬は大会で禁止されているからです。,0.5970721244812012,0.6284340620040894,0.6123517751693726,0.61617112159729,0.6601101160049438,0.6373842358589172
328,"アビム , カデモニ , 床 に あた っ て , "" サファイヤ "" と い い い う の で す . その 上 に は , サファイヤ が あ り ま せ ん . その 姿 が 大き く , サファイヤ が あらわれ て あ る こと を 知 る よう に な っ て い る .",セントラルミズーリ大学の数学者でコンピュータサイエンスのカーティス・クーパー教授は1月25日、これまでに知られている素数の中で最大の素数を発見した。,カーティス・クーパー、セントラルミズーリ大学の数学者およびコンピュータサイエンスの教授は、1月25日にこれまでで知られている最も大きな素数を発見しました。,0.5357578992843628,0.5716972351074219,0.5531443953514099,0.559012770652771,0.5790157318115234,0.5688384175300598
329,"民 は みな , わたし たち が 知 っ て い る もの の 中 に , 少し の 生存 が ま れ て い る . それ は 盛り の 初め に あ っ て , はら ん で い る . ところ が , その 上 に 捨 て お く こと を 示 さ れ た の で あ る .",この発見は、2月初旬までに数人が異なるハードウェアとソフトウェアを使用して検証し、火曜日に発表されました。,数人が異なるハードウェアとソフトウェアを使用して発見を確認し、2月の初めにそれが発表されました。,0.5710689425468445,0.6140652894973755,0.5917872190475464,0.5705382823944092,0.6217712163925171,0.595054030418396
330,"水 の おもて に あ る から だ が , き て , 地 を 救 う こと に よ っ て , のがれ る こと も , 命 と い う 水 と を 求め る こと も でき な い .",彗星は、タンパク質を形成し、生命を支える有機物を運び、地球への水の供給源であった可能性があります。,彗星は、地球に水を供給する源であり、タンパク質を形成し生命を支える有機物を伴う可能性があります。,0.5705630779266357,0.6186873912811279,0.593651533126831,0.5691751837730408,0.619363009929657,0.5932095050811768
331,"わたし たち は , こんな に すぎ な い こと を , よく 知 り 望 み つづけ て い る . き た ら な い か の に , ご 存 じ な の で あ る . 初め から , き た る べ き 事 が , すでに き て い る .",科学者たちは、はるか昔に彗星が地球と衝突して以来、どのように惑星が形成され、特に地球がどのように形成されたかを理解したいと考えています。,科学者たちは、惑星がどのように形成されるか、特に地球がどのように形成されたかを理解することを望んでいます。なぜなら、はるか昔に彗星が地球に衝突したからです。,0.5699032545089722,0.5924389362335205,0.5809525847434998,0.5826826095581055,0.6073884963989258,0.5947790741920471
332,"ビグワイ , ビグリオン , その つかさ たち の 耳 を 開 い て , この 年 六十 年 の 間 復活 と 復活 と に 服 し た ら , 彼 は 婚宴 の 監督 で あ る .",今年初めに知事職に就き、先月、同性婚を合法化する法案に署名したクオモ氏、53歳。,クオモ氏（53歳）は、今年の初めに知事職を開始し、先月、同性婚を合法化する法案に署名しました。,0.6339288949966431,0.6424128413200378,0.6381427049636841,0.6607096195220947,0.6629769206047058,0.6618412733078003
333,"彼 は , 物 言 い 皿 を 作 る よう に , 人々 は 規定 を 高め る が , なめらか で あ る .",彼はこの噂を「政治的なおしゃべりと愚かさ」と呼びました。,彼はその噂を「政治的な雑談と無意味なこと」と呼びました。,0.6562954783439636,0.670014500617981,0.663084089756012,0.6568769812583923,0.6845223307609558,0.6704147458076477
334,人 は クレス ・ クレクン を 守 る こと に よ っ て 身 を とどめ る .,2016年に大統領選に出馬するのではないかと憶測されています。,彼は2016年に大統領選に出馬するとの見方がされています。,0.6272190809249878,0.6437650918960571,0.6353843808174133,0.6263213753700256,0.647544801235199,0.6367563009262085
335,"その かたわら に は , まじ が あ っ て 飛びこ む よう な もの が あ っ て , うみ が ま わ れ , 年 に な っ て , 肉 の ま れ た もの を 救 う こと に な る .",NextGenは、航空機が短距離路線を飛行し、毎年数百万ガロンの燃料を節約し、二酸化炭素の排出量を削減できるようにするシステムだとFAAは主張しています。,NextGenは、FAAが主張するシステムで、航空機がより短いルートを飛行できるようにし、毎年何百万ガロンの燃料を節約し、炭素排出を削減することができるとされています。,0.5629041194915771,0.5857285857200623,0.574089527130127,0.5639327764511108,0.5927443504333496,0.5779797434806824
336,"それ は ニ タイム が , 古 い 地 に むか っ て 進 ん で き た が , 耕 す こと も , 天 を 吹 く こと も せ ず , 空中 を 焼 か せ な い ほど の 規定 を 示 し て , "" 消 す 人々 "" と い う 規定 を し た .",従来の地上レーダー型技術とは対照的な衛星型技術を採用しており、管制官がより正確に航空機を特定し、より正確な情報を操縦士に提供できるようになっている。,それは、従来の地上レーダー技術の代わりに衛星ベースの技術を使用しており、航空交通管制官が航空機をより正確に特定し、パイロットにより正確な情報を提供できるようにしています。,0.568709135055542,0.609239935874939,0.5882772207260132,0.5929962396621704,0.6285645961761475,0.6102626323699951
337,"い のんど は つこ さ れ て い る . わたし たち に は , やかげ が あ り , い なご は しぼ ん で は な ら な い . また , かわい た 地 は ,  定め られ た もの の , い なご く な っ て い る .",特別な交通機関は設けられておらず、地上の電車はウェンブリーには停車せず、地上に駐車場やパークアンドライド施設はありません。,追加の輸送は行われず、地上の電車はウェンブリーに停車しません。また、スタジアムでの駐車場やパークアンドライドの施設は利用できません。,0.5171356797218323,0.5301671028137207,0.5235702991485596,0.5357133150100708,0.5426709651947021,0.5391696691513062
338,"恐れ の な い 者 が , 暴虐 に よ っ て 得 た 者 を 恐れ る こと の な い ため に , 門 を 閉じ て 内 の 戸 を しめ る 人 の 前 に まで 及 ん だ .",交通手段がないことへの懸念から、チームのサポーターが集まらないまま、閉ざされた会場での試合を余儀なくされる可能性が浮上してきました。,輸送手段の不足に対する恐れから、試合がチームのサポーターなしで無観客で行われる可能性が高まった。,0.6168448328971863,0.6181228160858154,0.6174831390380859,0.5887957811355591,0.5954912304878235,0.5921245217323303
339,"アゾバテ の 日 に , 新し い 時 に と言い , 新し い 鳥 が 新し い 鳥 の 鏡板 の 上 に あ る の を 明らか に し て くれ た . アホフカ は それ を 解 く もの で あ る .",木曜日に学術雑誌「サイエンス」誌に発表された研究で、エクアドルのガラパゴス諸島で新種の鳥類が生まれていたことが報告されました。,木曜日に「サイエンス」誌に発表された研究は、エクアドルのガラパゴス諸島で新しい鳥の種が形成されたことについて報告しています。,0.5849640369415283,0.5925905704498291,0.5887525677680969,0.6075646281242371,0.6093377470970154,0.6084498763084412
340,"アビデケルクリオテ の 総督 クベノン から , 意ンパトケル ・ パレオケル の 二 つ の 封印 に つ い て も , これ を 信 じ て 義 と の 意志 と し た . 彼 は これ を 信 じ て , な す ところ の あ る こと を 知 っ て い る . アビクリオン と い う の は , な く な っ て , パネレトン まで の 間 に あ る .",米国のプリンストン大学とスウェーデンのウプサラ大学の研究者らは、この新種がわずか2世代で進化したことを報告しましたが、この過程は、固有種のガラパゴスフィンチと移入種のオオサボテンフィンチが交配した繁殖であるため、もっと長い時間がかかると考えられていました。,アメリカのプリンストン大学とスウェーデンのウppsala大学の研究者たちは、新種がわずか2世代で進化したと報告しました。このプロセスは通常はもっと長くかかると考えられていましたが、これは固有のダーウィンフィンチ（Geospiza fortes）と移民のサボテンフィンチ（Geospiza conirostris）との交配によるものです。,0.5868903994560242,0.6032121181488037,0.5949392914772034,0.5728201270103455,0.584043025970459,0.5783771276473999
341,"すべて の 薬 を いっぱい 入れ る こと が でき る ため に , 何 もみ も と に よ っ て 満た さ れ る こと が でき る .",金はあらゆる形状に加工できる金属です。丸めて小さくすることも可能です。,金はさまざまな形に加工できます。小さな形に延ばすこともできます。,0.6074018478393555,0.6365047097206116,0.6216128468513489,0.6249103546142578,0.6675305366516113,0.6455177068710327
342,"その 上 , 動 く こと の でき な い ため に , 敷 い て も , でき な い ほど の 金 は , これ を きた ら せ る こと が でき る . また 布 を 入れ る こと も でき な い .",引っ張って針金状にして、ねじったり編んだりできます。打ち伸ばすか圧延すれば板状にもなります。,それは細いワイヤーに引き伸ばすことができ、ねじったり編んだりすることができます。さらに、それはハンマーで叩いたり、シートに圧延したりすることもできます。,0.5796750783920288,0.6074639558792114,0.5932443141937256,0.6143766641616821,0.6335511803627014,0.6238166093826294
343,"カルシャ を 造 る こと が でき , ほか の もの に は , かが ん で 固 く 生活 する こと が でき な い よう に し , トケリバび と 呼 ば れ る こと も でき な い よう に し て い る .",ごく薄く伸ばして他の金属に貼り付けることができます。「彩色写本」と呼ばれる手描きの挿絵の装飾に使用されることもあるほど薄くすることができます。,非常に薄く作ることができ、他の金属に貼り付けることができます。非常に薄く作ることができたため、「装飾写本」と呼ばれる本の手描きの絵を飾るために時々使用されました。,0.5792427062988281,0.6215475797653198,0.5996499061584473,0.5935596227645874,0.6318984627723694,0.612129271030426
344,"これ は , と い う の で あ っ て , "" あなた は , わたし たち の ため に , かおり と し て , かおり と する こと が でき る "" と い う の で あ る .",これを化学物質のpHといいます。紫キャベツの絞り汁で試験紙を作ることができます。,これは化学的なpHと呼ばれています。赤キャベツのジュースを使って指示薬を作ることができます。,0.5534300804138184,0.5938989520072937,0.5729507803916931,0.5557918548583984,0.5994545817375183,0.5767980217933655
345,"その 話 は スントイ , クレスン , その 意敷 か れ て い る こと を , わたし の こと で わか っ て い る . と い う の は 預言 者 の こと で あ る .",キャベツの汁は化学物質に反応し、酸性かアルカリ性（塩基性）かによって色が変わります。,キャベツジュースは、化学物質が酸性または塩基性（アルカリ性）であるかによって色が変わります。,0.5522176027297974,0.5971317291259766,0.5737971067428589,0.540727972984314,0.5939613580703735,0.5660959482192993
346,"林 は クミン の かたわら に あ っ て , クミラ に あ り , クミン はこ に 組 ん で あ っ た .",pH レベルは、検査した化学物質に含まれる水素イオン（pHのH）の量で示されます。,pHレベルは、テストされた化学物質中の水素イオン（pHのH）の量によって示されます。,0.5721239447593689,0.5899406671524048,0.580895721912384,0.5624979734420776,0.5868389010429382,0.5744106769561768
347,"それ は , 選 ば れ る 者 が 選 ば れ て , 自分 たち の 選民 を 脱 す こと を 除 く こと と は 除 か な かっ た . 彼 ら は , いわば , 選民 , 選 ば れ た 者 ,",水素イオンとは、電子を取り除いた陽子のことです（水素原子は陽子と電子が1つずつで構成されているため）。,水素イオンは、その電子が剥がれたプロトンです（水素原子は1つのプロトンと1つの電子で構成されています）。,0.5945580005645752,0.6008835434913635,0.5977040529251099,0.5998823046684265,0.6065613031387329,0.6032033562660217
348,"彼 ら の 二 枚 の かわい た もの を 一 つ に  合わせ て で あ る . その とき われわれ は 手 に 洗 わ れ て ,した もの に し な けれ ば な ら な い .",乾いた粉を2つ合わせてくるくるとこね回し、清潔な濡れた手でぎゅっと握ります。,2つの乾燥した粉を混ぜ合わせ、清潔な湿った手でそれらをボール状に押し固めます。,0.618169903755188,0.6567789316177368,0.6368898153305054,0.5921461582183838,0.6506597995758057,0.6200255155563354
349,"あなた の 手 を 常 に 打 ち , はら ん で その 身 を 伸ば す . 彼女 は みずから 打 ち 場 の かげ に よ っ て , みが く よう に な る .",手についた水分が外側の層と反応し、妙な感触になり、一種の殻のようなものを形成します。,あなたの手の湿気が外層と反応し、奇妙な感触になり、いわば殻のようなものが形成されます。,0.6451307535171509,0.6770700216293335,0.6607146263122559,0.6722690463066101,0.7062971591949463,0.6888630986213684
350,"ハリフテ ・ ハゾパ の 町々 , モラダ の 町々 など から , エペソ まで も 一同 の 家 に 属 する 者 の , いなま に 献テヤ を 守 る 者 が 遠 く な っ て い た .",ハラッパーやモヘンジョダロの都市では、下水道が整備され、ほとんどすべての住居に水洗トイレがありました。,ハラッパとモヘンジョダロの都市には、ほとんどすべての家に洗浄トイレがあり、洗練された下水システムに接続されていました。,0.6597225666046143,0.6701751947402954,0.6649078130722046,0.6755905151367188,0.6802502274513245,0.6779124140739441
351,"また  納め られ て い た 人々 の 家 , すなわち クレテ の 町々 , クレテ の 町々 , キリオン の 町々 に は アスファルト の 町々 が あ っ た .",ギリシャのクレタ島やサントリーニ島のミノアの都市の家々では、下水道の遺構が発見されています。,クレタ島とサントリーニ島にあるミノア文明の都市の家々から下水道の遺構が発見されました。,0.6847857236862183,0.6893001794815063,0.6870355606079102,0.703149676322937,0.7051821351051331,0.704164445400238
352,"また エジプト で は 昔 , ペリオ , ペルシャ , ペリクン テヤ も また そう で あ っ た . クレスシ は , クレデ の 家 の 部分 を 雇 っ て い た . その 家 の 中 に は 育 っ て は , 女 たち と 同行 し て い た .",古代のエジプト、ペルシャ、中国にもトイレはありました。ローマ文明の時代には混浴公衆浴場設備の一部として設けられていた例もあります。,古代エジプト、ペルシャ、中国にもトイレがありました。ローマ文明では、トイレが公共浴場の一部であることもあり、そこで男性と女性が一緒に混ざって使用していました。,0.6419928073883057,0.6632691621780396,0.652457594871521,0.647910475730896,0.6661908626556396,0.6569235324859619
