id,translated_german,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
110,"Dort fanden sie die Leiche von Saroja Balasubramanian, 53, bedeckt mit blutbefleckten Decken.","Dort fand man die Leiche von Saroja Balasubramanian, 53, unter blutverschmierten Decken.","Dort fand man die Leiche von Saroja Balasubramanian, 53, unter blutverschmierten Decken.",0.9149422645568848,0.9296606779098511,0.9222427010536194,0.9149423241615295,0.9296606779098511,0.9222427010536194
111,"Die Polizei sagte, dass die Leiche für etwa einen Tag dort gewesen zu sein schien.","Die Polizei sagte, der Körper schien seit etwa einem Tag dort gelegen zu haben.","Die Polizei sagte, dass der Körper anscheinend schon etwa einen Tag dort lag.",0.8979930877685547,0.9021378755569458,0.9000606536865234,0.8688436150550842,0.8683300018310547,0.8685867786407471
112,Die ersten Fälle der Krankheit in dieser Saison wurden Ende Juli berichtet.,Die ersten Fälle der Krankheit dieser Saison wurden Ende Juli gemeldet.,Die ersten Fälle der Krankheit in dieser Saison wurden Ende Juli gemeldet.,0.9497286081314087,0.9301629066467285,0.9398439526557922,0.9747929573059082,0.944379985332489,0.9593454599380493
113,"Die Krankheit wird von Schweinen getragen, die dann durch Moskitos zum Menschen wandern.",Die Krankheit wird von Schweinen übertragen und wandert dann durch Mücken zum Menschen.,"Die Krankheit wird von Schweinen übertragen, die dann durch Moskitos auf den Menschen übergehen.",0.8623771667480469,0.8845035433769226,0.8733001947402954,0.933003306388855,0.935928225517273,0.9344635009765625
114,"Der Ausbruch hat die indische Regierung dazu veranlasst, Maßnahmen wie den Einsatz von Schweinefängern in schwer betroffenen Gebieten, die Verteilung von Tausenden von Moskitovorhängen und das Sprühen von Pestiziden zu ergreifen.","Der Ausbruch der Krankheit veranlasste die indische Regierung dazu, in stark betroffenen Gebieten Schweinefänger zu beauftragen, tausende Moskitonetze zu verteilen sowie Pflanzenschutzmittel zu versprühen.","Der Ausbruch hat die indische Regierung dazu veranlasst, Maßnahmen wie den Einsatz von Schweinefängern in schwer betroffenen Gebieten, die Verteilung von Tausenden von Moskitonetzen und das Sprühen von Pestiziden zu ergreifen.",0.8148765563964844,0.8472367525100708,0.8307416439056396,0.9746429920196533,0.9866082668304443,0.9805891513824463
115,"Mehrere Millionen Fläschchen Enzephalitis-Impfstoff wurden auch von der Regierung versprochen, die bei der Vorbereitung von Gesundheitsbehörden für das nächste Jahr helfen wird.","Die Regierung hat auch mehrere Millionen Fläschchen Impfstoff gegen Gehirnentzündung versprochen, die helfen werden, die Gesundheitsämter für das nächste Jahr zu wappnen.","Mehrere Millionen Ampullen des Enzephalitis-Impfstoffs wurden ebenfalls von der Regierung versprochen, was den Gesundheitsbehörden bei der Vorbereitung auf das nächste Jahr helfen wird.",0.8278154134750366,0.8248984217643738,0.8263543844223022,0.9136450290679932,0.9130491018295288,0.9133469462394714
116,"Die Pläne für Impfstoffe, die in diesem Jahr in die historisch am stärksten betroffenen Gebiete geliefert werden sollen, verzögerten sich aufgrund fehlender Mittel und geringer Priorisierung im Vergleich zu anderen Krankheiten.","Pläne für Impfstoffe, die in diesem Jahr in die historisch am stärksten betroffenen Gebiete geliefert werden sollten, verzögerten sich aufgrund fehlender Mittel und niedriger Prioritätensetzung im Vergleich zu anderen Krankheiten.",Die Pläne für die Lieferung von Impfstoffen in die historisch am stärksten betroffenen Gebiete in diesem Jahr wurden aufgrund von Geldmangel und einer niedrigen Priorisierung im Vergleich zu anderen Krankheiten verzögert.,0.9827353954315186,0.9613308906555176,0.9719153642654419,0.884149432182312,0.8889518976211548,0.8865441679954529
117,"1956 zog Słania nach Schweden, wo er drei Jahre später seine Arbeit für die Schwedische Post begann und deren Chefgravur wurde.","1956 ging Słania nach Schweden, wo er drei Jahre später anfing, im Büro der Schwedischen Post zu arbeiten und er wurde dort der leitende Graveur.","Im Jahr 1956 zog Słania nach Schweden, wo er drei Jahre später für die schwedische Post zu arbeiten begann und deren Hauptgraveur wurde.",0.8892878293991089,0.857100248336792,0.8728973865509033,0.9262032508850098,0.9203914999961853,0.9232882261276245
118,Er produzierte über 1.000 Briefmarken für Schweden und 28 weitere Länder.,Er stellte über 1.000 Briefmarken für Schweden und 28 weitere Länder her.,Er hat über 1.000 Briefmarken für Schweden und 28 andere Länder produziert.,0.9810554385185242,0.9621778726577759,0.9715249538421631,0.9717892408370972,0.9623072743415833,0.9670249819755554
119,"Seine Arbeit ist von so anerkannter Qualität und Detail, dass er einer der wenigen ""Haushaltsnamen"" unter den Philatelisten ist. Einige sind darauf spezialisiert, seine Arbeit allein zu sammeln.","Die Qualität und Präzision seiner Arbeit werden so hoch geschätzt, dass sein Name zu den sehr wenigen allgemein bekannten Namen im Bereich der Philatelie zählt. Manche Sammler sind ausschließlich auf seine Arbeit spezialisiert.","Seine Arbeiten sind von so anerkanntem Qualitäts- und Detailreichtum, dass er zu den ganz wenigen ""Hausnamen"" unter den Philatelisten gehört. Einige spezialisieren sich sogar darauf, nur seine Werke zu sammeln.",0.7819070816040039,0.7820181846618652,0.7819626331329346,0.9034314155578613,0.878328263759613,0.8907029628753662
120,"Seine 1.000ste Marke war die großartige ""Große Tat der schwedischen Könige"" von David Klöcker Ehrenstrahl im Jahr 2000, die im Guinness Book of World Records aufgeführt ist.","Seine tausendste Briefmarke, aus dem Jahr 2000,  zeigt das prächtige Gemälde „Rühmliche Heldentaten schwedischer Könige“ von David Klöcker Ehrenstrahl und ist im Guinness-Buch der Rekorde verzeichnet.","Seine 1.000ste Briefmarke war das großartige ""Große Taten schwedischer Könige"" von David Klöcker Ehrenstrahl im Jahr 2000, das im Guinness-Buch der Rekorde aufgeführt ist.",0.8268491625785828,0.80219566822052,0.8143358826637268,0.9353145956993103,0.9127474427223206,0.9238932132720947
121,"Er war auch in der Gravur Banknoten für viele Länder beschäftigt, jüngste Beispiele für seine Arbeit einschließlich der Prime Ministerial Porträts auf der Vorderseite der neuen kanadischen $5 und $100 Rechnungen.",Er war auch am Stechen von Geldscheinen für viele Länder beteiligt. Aktuelle Beispiele seiner Arbeit schließen die Premierministerportraits auf der Vorderseite der kanadischen 5- und 100-Dollarnoten ein.,"Er war auch an der Gravur von Banknoten für viele Länder beteiligt, wobei aktuelle Beispiele seiner Arbeit die Porträts der Premierminister auf der Vorderseite der neuen kanadischen 5-Dollar- und 100-Dollar-Scheine sind.",0.8107879161834717,0.8202939629554749,0.8155132532119751,0.8553541898727417,0.8378992080688477,0.8465367555618286
122,"Nach dem Unfall wurde Gibson in ein Krankenhaus gebracht, starb aber kurz darauf.","Nach dem Unfall wurde Gibson in ein Krankenhaus gebracht, er verstarb jedoch kurz darauf.","Nach dem Unfall wurde Gibson in ein Krankenhaus gebracht, starb jedoch kurz danach.",0.9830630421638489,0.9723442196846008,0.9776743054389954,0.9930208921432495,0.9930208921432495,0.9930208921432495
123,"Der LKW-Fahrer, der 64 Jahre alt ist, wurde bei dem Unfall nicht verletzt.","Der LKW-Fahrer, der 64 Jahre alt ist, wurde bei dem Unfall nicht verletzt.",Der 64-jährige Lkw-Fahrer wurde bei dem Unfall nicht verletzt.,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.8955579400062561,0.9363608956336975,0.9155049920082092
124,Das Fahrzeug selbst wurde am selben Tag um ca. 1200 GMT vom Unfallort entfernt.,Das Fahrzeug selbst wurde vom Unfallort ungefähr um 12:00 Uhr GMT am selben Tag weggebracht.,Das Fahrzeug selbst wurde am selben Tag gegen 12:00 Uhr GMT von der Unfallstelle entfernt.,0.8953911066055298,0.8711690902709961,0.8831140398979187,0.9137042760848999,0.8972074389457703,0.9053807258605957
125,"Eine Person, die in einer Garage in der Nähe des Unfalls arbeitete, sagte: ""Es warteten Kinder, die die Straße überquerten, und sie schrien und weinten alle.""","Eine Person, die in einer Werkstatt in der Nähe des Unfallortes arbeitete, sagte: „Es gab Kinder, die darauf warteten, die Straße zu überqueren, und alle schrien und weinten.“","Eine Person, die in einer Garage in der Nähe des Unfallorts arbeitet, sagte: „Es waren Kinder da, die darauf warteten, die Straße zu überqueren, und sie schrien und weinten alle.“",0.9064689874649048,0.8880680799484253,0.8971741795539856,0.927271842956543,0.8974566459655762,0.9121206402778625
126,"Sie liefen alle von dort zurück, wo der Unfall passiert war.",Sie alle rannten zurück vom Unfallort.,"Sie rannten alle zurück zu dem Ort, wo der Unfall passiert war.",0.7831076979637146,0.8432456851005554,0.8120648264884949,0.9300946593284607,0.919767439365387,0.9249022006988525
127,"Andere Themen auf der Agenda in Bali sind die Rettung der verbleibenden Wälder der Welt und der Austausch von Technologien, um Entwicklungsländern dabei zu helfen, auf weniger umweltschädliche Weise zu wachsen.","Weitere Themen auf der Tagesordnung in Bali sind die Rettung der noch verbliebenen Wälder der Welt und die gemeinsame Nutzung von Technologien, die den Entwicklungsländern helfen sollen, auf weniger umweltschädliche Weise zu wachsen.","Andere Themen auf der Agenda in Bali sind der Schutz der verbleibenden Wälder der Welt und der Austausch von Technologien, um Entwicklungsländern zu helfen, auf weniger umweltschädliche Weise zu wachsen.",0.9349649548530579,0.9333102703094482,0.9341369271278381,0.9725467562675476,0.9871594905853271,0.9797986149787903
128,"Die Vereinten Nationen hoffen auch, einen Fonds abzuschließen, der Ländern, die von der globalen Erwärmung betroffen sind, helfen soll, mit den Auswirkungen fertig zu werden.","Die Vereinten Nationen hoffen zudem, einen Fonds einrichten zu können, der den von der globalen Erwärmung betroffenen Ländern helfen soll, mit den Auswirkungen fertig zu werden.","Die UN hofft auch, einen Fonds abzuschließen, um Ländern, die von der globalen Erwärmung betroffen sind, zu helfen, mit den Auswirkungen umzugehen.",0.9369269013404846,0.9424692988395691,0.9396898746490479,0.9183370471000671,0.9354402422904968,0.9268097281455994
129,"Das Geld könnte in flutsichere Häuser, eine bessere Wasserbewirtschaftung und eine Diversifizierung der Ernte fließen.","Die Mittel könnte man für hochwassersichere Häuser, eine bessere Wasserverwaltung und Nutzpflanzendiversifizierung verwenden.","Das Geld könnte für hochwasserfeste Häuser, eine bessere Wasserbewirtschaftung und die Diversifizierung der Kulturen verwendet werden.",0.8072861433029175,0.8125803470611572,0.8099246025085449,0.8855913877487183,0.9047318696975708,0.8950592875480652
130,"Fluke schrieb, dass die Bemühungen einiger, Frauen zu ertränken, indem sie über die Gesundheit von Frauen sprachen, erfolglos waren.","Fluke schrieb, dass die Anstrengungen einiger, Frauen, die über die Gesundheit von Frauen sprechen wollten, zu übertönen, nicht erfolgreich waren.","Fluke schrieb, dass die Bemühungen mancher, Frauen daran zu hindern, über Frauengesundheit zu sprechen, erfolglos waren.",0.8661869168281555,0.8864587545394897,0.876205563545227,0.8669315576553345,0.8880301713943481,0.877354085445404
131,"Sie kam zu diesem Schluss aufgrund der Vielzahl von positiven Kommentaren und Ermutigung, die ihr sowohl von weiblichen als auch von männlichen Personen geschickt wurden, die darauf drängten, dass Medikamente zur Empfängnisverhütung als medizinische Notwendigkeit betrachtet werden.","Zu dieser Schlussfolgerung kam sie aufgrund der zahlreichen positiven Kommentare und der Ermutigung, die sie sowohl von Männern als auch von Frauen erhielt, die darauf drängten, dass Verhütungsmittel als medizinische Notwendigkeit angesehen werden sollten.","Sie kam zu diesem Schluss aufgrund der Vielzahl positiver Kommentare und Ermutigungen, die sowohl von Frauen als auch von Männern an sie gesendet wurden, in denen sie forderten, dass Verhütungmedikamente als medizinische Notwendigkeit betrachtet werden.",0.8726588487625122,0.9006373286247253,0.8864274024963379,0.8886528015136719,0.9109313488006592,0.8996542096138
132,"Als die Kämpfe aufhörten, nachdem die Verwundeten ins Krankenhaus gebracht wurden, blieben etwa 40 der übrigen Häftlinge im Hof und weigerten sich, in ihre Zellen zurückzukehren.","Als die Kämpfe nach dem Transport der Verwundeten ins Krankenhaus aufhörten, blieben etwa 40 der übrigen Insassen auf dem Hof ​​und weigerten sich, in ihre Zellen zurückzukehren.","Als das Kämpfen aufhörte, nachdem die Verwundeten ins Krankenhaus gebracht worden waren, blieben etwa 40 der anderen verbliebenen Insassen im Hof und weigerten sich, in ihre Zellen zurückzukehren.",0.935940146446228,0.9447690844535828,0.940333902835846,0.9546199440956116,0.9481208324432373,0.9513593316078186
133,"Die Verhandlungsführer versuchten, die Situation zu korrigieren, aber die Forderungen der Gefangenen sind nicht klar.","Die Verhandlungsführer versuchten, die Situation zu entschärfen, aber die Forderungen der Häftlinge sind unklar.","Die Verhandler versuchten, die Situation zu bereinigen, aber die Forderungen der Gefangenen sind unklar.",0.9405652284622192,0.9328681826591492,0.9367008805274963,0.9360784292221069,0.9412320256233215,0.9386481046676636
134,Zwischen 10:00-11:00 Uhr MDT wurde ein Feuer von den Häftlingen im Hof angezündet.,Zwischen 22:00 und 11:00 Uhr MDT wurde von den Insassen im Hof ein Feuer gelegt.,Zwischen 22:00 und 11:00 Uhr MDT wurde von den Insassen im Hof ein Feuer gelegt.,0.8979085087776184,0.9362145662307739,0.9166614413261414,0.8979084491729736,0.9362145662307739,0.9166614413261414
135,"Bald betraten Offiziere, die mit Aufruhr ausgerüstet waren, den Hof und umzingelten die Insassen mit Tränengas.","Bald betraten Polizisten, die mit Schutzanzügen ausgerüstet waren, das Gelände und drängten die Insassen mit Tränengas in die Ecke.","Bald betraten Polizisten, die mit Schutzanzügen ausgerüstet waren, das Gelände und drängten die Insassen mit Tränengas in die Ecke.",0.912110447883606,0.8954856395721436,0.9037216305732727,0.9121105074882507,0.8954856395721436,0.9037216305732727
136,Um 23:35 Uhr wurde das Feuer schließlich von Feuerwehrmannschaften überschwemmt.,Die Feuerwehr konnte das Feuer schließlich um 23:35 Uhr löschen.,Die Feuerwehren löschten das Feuer schließlich um 23:35 Uhr.,0.8495355844497681,0.8823913335800171,0.8656517863273621,0.8507952690124512,0.8785009384155273,0.8644261360168457
137,"Nachdem der Damm 1963 gebaut wurde, wurden die saisonalen Überschwemmungen, die Sedimente über den Fluss ausbreiten würden, gestoppt.","Nachdem der Damm 1963 erbaut worden war, kamen die jahreszeitlichen Überflutungen, die Sedimente im Fluss verteilen, zum Stillstand.","Nach dem Bau des Damms im Jahr 1963 wurden die saisonalen Überschwemmungen, die Sedimente entlang des Flusses verbreiteten, gestoppt.",0.8835400342941284,0.8844008445739746,0.8839702010154724,0.912487804889679,0.9174267053604126,0.9149505496025085
138,"Dieses Sediment war notwendig, um Sandbänke und Strände zu schaffen, die als Lebensräume für die Tierwelt dienten.","Dieses Sediment war nötig, um Sandbänke und Strände zu bilden, die als Lebensräume für Wildtiere dienten.","Dieser Schlamm war notwendig, um Sandbänke und Strände zu schaffen, die als Lebensräume für Wildtiere dienten.",0.9539833664894104,0.9490417242050171,0.9515060782432556,0.9435242414474487,0.9498214721679688,0.9466623663902283
139,"Als Folge davon sind zwei Fischarten ausgestorben, und zwei andere sind gefährdet, einschließlich der Buckelhülse.","Infolgedessen sind zwei Fischarten ausgestorben und zwei weitere sind vom Aussterben bedroht, darunter der Gila cypha.","Infolgedessen sind zwei Fischarten ausgestorben, und zwei weitere sind bedroht, darunter der Buckelkopf-Quellfisch.",0.8360515832901001,0.8308758735656738,0.8334556818008423,0.8717517256736755,0.871840238571167,0.8717959523200989
140,"Obwohl der Wasserstand nur wenige Meter nach der Flut steigen wird, hoffen die Beamten, dass es genug sein wird, um erodierte Sandbänke flussabwärts wiederherzustellen.","Die Behörden hoffen, dass der Anstieg des Wasserpegels nach der Flut ausreicht, um erodierte Sandbänke flussabwärts wiederherzustellen, obwohl er nur wenige Fuß beträgt.","Obwohl der Wasserspiegel nach der Flut nur um ein paar Fuß steigen wird, hoffen die Beamten, dass es ausreicht, um die erodierten Sandbänke flussabwärts wiederherzustellen.",0.8538414239883423,0.8647595047950745,0.8592657446861267,0.9431663751602173,0.9348204135894775,0.9389747977256775
141,"Es wurde keine Tsunami-Warnung veröffentlicht, und laut der Jakarta-Geophysik-Agentur wird keine Tsunami-Warnung ausgegeben, da das Beben nicht der Größenordnung von 6,5 entsprach.","Es wurde keine Tsunami-Warnung ausgegeben und laut der Geophysikbehörde von Jakarta wird es auch keine Tsunami-Warnung geben, da das Erdbeben die dafür notwendige Stärke von 6,5 nicht erreichte.","Es wurde keine Tsunami-Warnung ausgegeben, und laut der geophysikalischen Behörde von Jakarta wird keine Tsunami-Warnung ausgegeben, da das Erdbeben nicht die Magnitude von 6,5 erfüllt hat.",0.8688242435455322,0.8677701950073242,0.8682969212532043,0.8827383518218994,0.8777645230293274,0.8802444338798523
142,"Obwohl es keine Tsunami-Bedrohung gab, begannen die Bewohner in Panik zu geraten und begannen ihre Geschäfte und Häuser zu verlassen.","Obwohl es keine Tsunami-Gefahr gab, gerieten die Einwohner in Panik und begannen ihre Unternehmen und Häuser zu verlassen.","Trotz der Tatsache, dass keine Tsunami-Gefahr bestand, begannen die Bewohner in Panik zu geraten und verließen ihre Geschäfte und Häuser.",0.922185480594635,0.9511295557022095,0.9364339113235474,0.9247233271598816,0.9115893840789795,0.9181093573570251
143,"Obwohl Winfrey bei ihrem Abschied tränenreich war, machte sie ihren Fans klar, dass sie wiederkommen wird.","Obwohl Winfrey bei ihrem Abschied Tränen vergoss, versicherte sie ihren Fans, dass sie zurückkommen werde.","Obwohl Winfrey bei ihrem Abschied weinerlich war, machte sie ihren Fans klar, dass sie zurückkommen wird.",0.9111520051956177,0.8879773616790771,0.8994153738021851,0.9654210209846497,0.9654210209846497,0.9654210209846497
144,"""Das wird kein Abschied sein. Dies ist das Ende eines Kapitels und die Eröffnung eines neuen.""",„Dies wird kein Abschied sein. Dies ist das Ende eines Kapitels und der Beginn eines neuen Kapitels.“,"""Das wird kein Abschied sein. Das ist der Abschluss eines Kapitels und die Eröffnung eines neuen.""",0.9192954897880554,0.9147680997848511,0.9170262813568115,0.9759728908538818,0.9759728908538818,0.9759728908538818
145,"Die endgültigen Ergebnisse der namibischen Präsidentschaftswahlen und Parlamentswahlen haben gezeigt, dass der amtierende Präsident, Hifikepunye Pohamba, mit großer Mehrheit wiedergewählt wurde.","Die Endergebnisse der Präsidenten- und Parlamentswahlen in Namibia haben angedeutet, dass der amtierende Präsident Hifikepunye Pohamba mit großem Abstand wiedergewählt wurde.","Die endgültigen Ergebnisse der namibischen Präsidentschafts- und Parlamentswahlen haben gezeigt, dass der amtierende Präsident Hifikepunye Pohamba mit großem Abstand wiedergewählt wurde.",0.8931177854537964,0.8832703828811646,0.8881667852401733,0.9599999189376831,0.9581100344657898,0.9590540528297424
146,Die Regierungspartei South West Africa People's Organisation (SWAPO) behielt auch bei den Parlamentswahlen die Mehrheit.,"Die regierende Partei, die South West Africa People's Organisation (SWAPO), behielt bei den Parlamentswahlen desgleichen eine Stimmenmehrheit.","Die regierende Partei, die Südwestafrika-Volksorganisation (SWAPO), behielt ebenfalls eine Mehrheit bei den Parlamentswahlen.",0.9464072585105896,0.902066707611084,0.9237051010131836,0.8954306244850159,0.8742254972457886,0.8847010135650635
147,"Koalition und afghanische Truppen zogen in das Gebiet, um den Standort zu sichern, und andere Koalitionsflugzeuge wurden zur Unterstützung geschickt.","Truppen der Koalition und afghanische Truppen rückten in das Gebiet ein, um den Standort zu sichern, und andere Flugzeuge der Koalition wurden zur Unterstützung entsandt.","Die Koalition und afghanische Truppen sind in das Gebiet eingezogen, um den Standort zu sichern, und andere Koalitionsflugzeuge wurden gesendet, um zu helfen.",0.9442667961120605,0.9142529368400574,0.9290174841880798,0.946180522441864,0.923620343208313,0.9347643256187439
148,"Der Absturz ereignete sich hoch oben in bergigem Gelände, und es wird angenommen, dass er das Ergebnis eines feindlichen Feuers war.","Der Absturz ereignete sich hoch oben in bergigem Gelände, und es wird vermutet, dass er das Ergebnis von feindlichem Beschuss war.",Der Absturz ereignete sich hoch in einem bergigen Gelände und wird als Folge feindlichen Feuers angesehen.,0.9710520505905151,0.9681822061538696,0.9696150422096252,0.8648990392684937,0.911773681640625,0.8877179622650146
149,Bemühungen um die Suche nach der Absturzstelle werden von schlechtem Wetter und rauem Gelände erfüllt.,Die Bemühungen bei der Suche nach der Absturzstelle werden durch schlechtes Wetter und unwegsames Gelände erschwert.,"Die Bemühungen, den Absturzort zu suchen, stoßen auf schlechtes Wetter und raues Gelände.",0.9209820032119751,0.9083493947982788,0.9146220684051514,0.843818187713623,0.8416558504104614,0.8427356481552124
150,"Die medizinische Wohltätigkeitsorganisation Mangola, Medecines Sans Frontieres und die Weltgesundheitsorganisation sagen, es sei der schlimmste Ausbruch des Landes.","Der medizinische Wohlfahrtsverband Mangola, Medecines Sans Frontieres und die Weltgesundheitsorganisation erklären, dass dies der schlimmste Ausbruch ist, der im Land aufgezeichnet wurde.","Die medizinische Organisation Mangola, Ärzte ohne Grenzen und die Weltgesundheitsorganisation sagen, dass es der schlimmste Ausbruch ist, der im Land dokumentiert wurde.",0.9251384735107422,0.8838531970977783,0.9040247201919556,0.8927598595619202,0.8760477900505066,0.8843249082565308
151,"Sprecher für Medecines Sans Frontiere Richard Veerman sagte: ""Angola ist auf dem Weg zu seinem schlimmsten Ausbruch überhaupt und die Situation bleibt sehr schlecht in Angola,"" sagte er.","""Richard Veerman, Sprecher von Ärzte ohne Grenzen, sagte: „Angola steuert auf den schlimmsten Ausbruch aller Zeiten zu, und die Lage in Angola ist nach wie vor sehr schlecht.""""""","Der Sprecher von Ärzte ohne Grenzen, Richard Veerman, sagte: ""Angola steuert auf einen seiner schlimmsten Ausbrüche zu, und die Situation bleibt in Angola sehr schlecht.""",0.8316863775253296,0.8110443949699402,0.821235716342926,0.8437542915344238,0.8391428589820862,0.8414422869682312
152,"Die Spiele starteten um 10:00 Uhr mit tollem Wetter und abgesehen von Mitte Morgen Nieselregen, die schnell aufgeräumt, war es ein perfekter Tag für 7 Rugby.","Die Spiele starteten um 10:00 Uhr bei großartigem Wetter und außer etwas Nieselregen am Vormittag, der sich schnell verzog, war es ein idealer Tag für 7er-Rugby.","Die Spiele begannen um 10:00 Uhr bei großartigem Wetter und abgesehen von einem kurzen Nieselregen am Vormittag, der schnell vorbeizog, war es ein perfekter Tag für 7er Rugby.",0.8790823221206665,0.8757427930831909,0.8774093985557556,0.8998255729675293,0.8928709030151367,0.896334707736969
153,"Turnier Top Samen Südafrika begann auf der richtigen Note, als sie einen komfortablen 26 - 00 Sieg gegen 5. Samen Sambia hatte.","Südafrika, der Top-Platzierte des Turniers, begann mit einem komfortablen 26 : 00-Sieg gegen Sambia, den fünftplatzierten.","Die topgesetzten Südafrikaner im Turnier starteten mit einem positiven Auftakt, als sie einen komfortablen 26:00-Sieg gegen die fünftgesetzten Sambia erzielten.",0.7881718873977661,0.7682240009307861,0.7780700922012329,0.8323759436607361,0.7962503433227539,0.8139124512672424
154,"Im Spiel gegen ihre südlichen Schwestern entschieden rostig aussehend, verbesserte sich Südafrika jedoch stetig, als das Turnier fortschritt.","Obwohl die Mannschaft im Spiel gegen ihre südlichen Schwestern definitiv eingerostet wirkte, verbesserte sich Südafrika im Verlauf des Turniers stetig.","Im Spiel gegen ihre südlichen Schwestern sah Südafrika zwar entschieden rostig aus, verbesserte sich jedoch stetig, je weiter das Turnier voranschritt.",0.8210069537162781,0.8244174122810364,0.8227086067199707,0.8965984582901001,0.8818916082382202,0.8891842365264893
155,"Ihre disziplinierte Verteidigung, die Ballhandlingfähigkeiten und die hervorragende Teamarbeit machten sie herausstechend und es war klar, dass dies das Team zu schlagen war.","Ihre disziplinierte Abwehr, Ballkontrolle und exzellentes Teamwork zeichneten sie aus und machten klar, dass dies das Team war, das man besiegen musste.","Ihre disziplinierte Verteidigung, ihre Ballbehandlungskompetenz und hervorragende Teamarbeit hoben sie hervor, und es war klar, dass dies das Team war, das man schlagen musste.",0.8179036974906921,0.8114496469497681,0.8146638870239258,0.8792564868927002,0.8609300255775452,0.8699967861175537
156,"Beamte für die Stadt Amsterdam und das Anne Frank Museum erklären, dass der Baum mit einem Pilz infiziert ist und eine Gefahr für die öffentliche Gesundheit darstellt, da sie argumentieren, dass er in unmittelbarer Gefahr war, umzufallen.","Beamte der Stadt Amsterdam und des Anne-Frank-Museums geben an, dass der Baum mit einem Pilz infiziert ist und eine Gefahr für die öffentliche Gesundheit darstellt, da er jederzeit umfallen könne.","Beamte der Stadt Amsterdam und des Anne Frank Museums erklären, dass der Baum mit einem Pilz infiziert ist und eine Gesundheitsgefahr für die Öffentlichkeit darstellt, da sie argumentieren, dass er in unmittelbarer Gefahr ist, umzukippen.",0.9016342163085938,0.9258415699005127,0.9135775566101074,0.9462363123893738,0.9379549622535706,0.9420774579048157
157,"Es war geplant, am Dienstag zu reduzieren, wurde aber nach einem Notfallgericht Urteil gerettet.","Er hätte am Dienstag gefällt werden sollen, wurde aber durch einen Notfallgerichtsentscheid gerettet.","Es war für Dienstag geplant, gefällt zu werden, wurde aber nach einer einstweiligen gerichtlichen Anordnung gerettet.",0.8261541128158569,0.8307610750198364,0.8284512162208557,0.8364536166191101,0.8115695714950562,0.8238237500190735
158,"Alle Höhleneingänge, die ""Die sieben Schwestern"" genannt wurden, haben einen Durchmesser von mindestens 100 bis 250 Metern.","Alle Höhleneingänge, auch „Die Sieben Schwestern“ genannt, haben einen Durchmesser von mindestens 100 bis 250 Metern (328 bis 820 Fuß).","Alle Eingänge der Höhlen, die ""Die Sieben Schwestern"" genannt werden, haben einen Durchmesser von mindestens 100 bis 250 Metern (328 bis 820 Fuß).",0.9294474124908447,0.8971112370491028,0.9129931330680847,0.9380444884300232,0.8966493010520935,0.9168798923492432
159,"Infrarotbilder zeigen, dass die Temperaturschwankungen von Tag und Nacht zeigen, dass sie wahrscheinlich Höhlen sind.","Infrarotbilder zeigen Temperaturunterschiede zwischen Nacht und Tag, die darauf hinweisen, dass es sich dabei wahrscheinlich um Höhlen handelt.","Infrarotbilder zeigen, dass die Temperaturschwankungen zwischen Nacht und Tag darauf hindeuten, dass es sich wahrscheinlich um Höhlen handelt.",0.8786183595657349,0.8375461101531982,0.8575907945632935,0.9374845027923584,0.8842958807945251,0.9101137518882751
160,"""Sie sind kühler als die umgebende Oberfläche am Tag und nachts wärmer.","""""""Sie sind am Tag kälter als die umliegende Oberfläche und in der Nacht wärmer.""","""Sie sind tagsüber kühler als die umgebende Oberfläche und nachts wärmer.""",0.8690962791442871,0.8526617884635925,0.860800564289093,0.9157371520996094,0.8906795978546143,0.9030345678329468
161,"Ihr thermisches Verhalten ist nicht so stabil wie große Höhlen auf der Erde, die oft eine ziemlich konstante Temperatur beibehalten, aber es ist im Einklang mit diesen tiefen Löchern im Boden"", sagte Glen Cushing vom United States Geological Survey (USGS) Astrogeology Team und der Northern Arizona University in Flagstaff, Arizona.","""Ihr thermisches Verhalten ist nicht so gleichmäßig wie das großer Höhlen auf der Erde, die oft eine ziemlich konstante Temperatur haben, aber es stimmt damit überein, dass es sich um tiefe Löcher im Boden handelt"""", sagte Glen Cushing vom Astrogeologie-Team des United States Geological Survey (USGS) und der Northern Arizona University in Flagstaff, Arizona.""","„Ihr thermisches Verhalten ist nicht so stabil wie das großer Höhlen auf der Erde, die oft eine ziemlich konstante Temperatur aufrechterhalten, aber es ist konsistent damit, dass es sich um tiefe Löcher im Boden handelt“, sagte Glen Cushing vom Astrogeology-Team des United States Geological Survey (USGS) und der Northern Arizona University in Flagstaff, Arizona.",0.9003212451934814,0.8762650489807129,0.8881303071975708,0.9181643724441528,0.8929271101951599,0.9053699374198914
