id,translated_chinese,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
304,"上星期,METI宣布苹果公司通知它 另有34起过热事件 该公司称之为“非严重性”。",上周，日本经济产业省 (METI) 宣布，苹果公司向该部门通报另外 34 起过热造成的事故，尽管该公司称这些事故“并不严重”。,上周，经济产业省（METI）宣布，苹果公司已通知他们有34起额外的过热事件，该公司称这些事件为“非严重”事件。,0.8074936866760254,0.7325806617736816,0.7682152390480042,0.8658760786056519,0.7918773293495178,0.8272250890731812
305,"外交部回应, 称苹果公司推迟报导「实在令人遗憾」。",经济产业省回应称，苹果推迟发布报告“非常令人遗憾”。,该部门对苹果推迟报告的做法表示“真的很遗憾”。,0.809325098991394,0.7895764112472534,0.7993288040161133,0.7310171127319336,0.7387628555297852,0.7348695993423462
306,"当地时间上午7时19分(格林尼治平时9时19分),",马里亚纳群岛于当地时间早上 7 点 19 分（格林尼治时间周五晚上 9 点 19 分）发生地震。,地震在当地时间上午7点19分（格林威治标准时间周五晚上9点19分）袭击了马里亚纳。,0.8641852736473083,0.7424179315567017,0.7986871600151062,0.8799653649330139,0.7502784132957458,0.8099635243415833
307,"北马里亚纳斯州紧急情况管理办公室说,全国没有关于损害的报告。",北马里亚纳应急管理办公室表示，据报告国内没有造成灾害损失。,北马里亚纳群岛应急管理办公室表示，该国没有报告任何损毁。,0.8120350241661072,0.8299210071563721,0.8208805918693542,0.8190963268280029,0.8361988067626953,0.8275591731071472
308,"太平洋海啸警报中心还说,没有海啸的迹象。",而且太平洋海啸预警中心（Also the Pacific Tsunami Warning Center）也表示并未发现海啸迹象。,太平洋海啸预警中心也表示没有海啸的迹象。,0.8665065765380859,0.7516120672225952,0.8049803376197815,0.9284459352493286,0.9359175562858582,0.9321668148040771
309,"一名前菲律宾警察在菲律宾首都马尼拉劫持客车,将香港游客扣为人质。",菲律宾一名前警察在首都马尼拉劫持旅游大巴，将车上的香港游客作为人质。,一名前菲律宾警察在菲律宾首都马尼拉劫持了一辆旅游巴士，挟持了香港游客。,0.9200246930122375,0.8881192803382874,0.9037904739379883,0.896255612373352,0.901832103729248,0.8990352153778076
311,"迄今已有数名人质获救,至少六人经确认已死亡。",多名人质获救，目前至少有六名人质确认遇难。,已有几名人质被救出，至少确认有六人死亡。,0.8423906564712524,0.8878297805786133,0.8645135760307312,0.8690500259399414,0.8999521732330322,0.8842312097549438
312,包括儿童和老人在内的六名人质以及菲律宾摄影师提前获释。,六名人质（包括儿童和老人在内）以及那些菲律宾摄影师被提前释放。,六名人质，包括儿童和老人，早早被释放了，菲律宾摄影师们也是如此。,0.914603054523468,0.8796417713165283,0.8967818021774292,0.8330807685852051,0.7977080941200256,0.8150107860565186
314,"Liggins跟随他父亲的脚步,进入医学生涯。",利金斯 (Liggins) 追随父亲的脚步，开始了从医生涯。,利金斯追随父亲的脚步，进入了医学职业。,0.8489996194839478,0.7764704823493958,0.8111168742179871,0.8606905937194824,0.8235882520675659,0.8417307734489441
315,1959年开始在奥克兰国家妇女医院工作。,他接受过产科医生培训，从 1959 年开始在奥克兰国家妇女医院工作。,他接受了产科医生的培训，并于1959年开始在奥克兰国立妇女医院工作。,0.9651069045066833,0.8302463293075562,0.8926115036010742,0.9488264918327332,0.811802327632904,0.8749823570251465
316,"当他在利金斯医院工作时,他开始在空闲时间调查早产问题。",利金斯 (Liggins) 在医院工作时，开始在业余时间研究早产。,在医院工作的期间，利根斯利用空闲时间开始研究早产。,0.8540918827056885,0.8611587285995483,0.8576107621192932,0.8311104774475098,0.844725489616394,0.8378626704216003
317,"他的研究表明,如果使用荷尔蒙,会加速婴儿的胎儿肺部发育。",他的研究表明，施用激素可加速宝宝胎肺的成熟。,他的研究显示，如果施用一种激素，可以加速宝宝胎儿肺部的成熟。,0.8308433294296265,0.8715677261352539,0.8507184386253357,0.8874496221542358,0.8712720274925232,0.8792864680290222
318,"Xinhua报告说,政府调查员在星期三找到两台“黑盒”飞行记录机。",新华社报道称，政府调查人员周三发现了两个“黑匣子”飞行记录仪。,新华社报道，政府调查人员在星期三找回了两个“黑匣子”飞行记录仪。,0.8706603050231934,0.8401310443878174,0.8551232814788818,0.8942239284515381,0.8562560081481934,0.8748282194137573
319,摔跤研究员也向Luna致敬。,其他摔跤选手也纷纷悼念露娜 (Luna) 。,摔跤的队友们也向露娜表示了敬意。,0.7617369294166565,0.7048049569129944,0.7321658730506897,0.8135303258895874,0.7732995748519897,0.7929049730300903
320,"Tommy Dreamer说:“Luna是第一位极端女王,我的第一个经理,Luna在两颗月亮的夜晚去世了,和她很特别,很坚强的女人。”",汤米·追梦儿说：“露娜是首位至尊女王，我的第一任经理人。露娜在双月之夜去世。这样的夜晚就像她本人一样特别。她是个坚强的女人。”,汤米·德里默说：“露娜是第一位极限女王。我第一位经理。露娜在两个明亮的月亮之夜去世。她的去世很独特，就像她一样。她是一位强大的女性。”,0.7981343269348145,0.7436668872833252,0.7699385285377502,0.8123588562011719,0.7551810145378113,0.7827271223068237
321,"Dustin ""Goldust"" Runnels评论道:“Luna和我一样怪怪的... 可能更...爱她 并且会想念她...",达斯汀·鲁内尔斯（Dustin Runnels，外号“金沙”）评论说：“卢娜和我一样难以捉摸……她可能要更难摸透……我爱她，也会想她……希望她去到了更好的地方。”,达斯汀（“金尘”）·伦尔斯评论道：“露娜和我一样怪诞……甚至可能更怪……爱她，也会想念她……希望她在一个更好的地方。”,0.7195382118225098,0.6565054655075073,0.6865781545639038,0.756496012210846,0.6975618004798889,0.7258346080780029
322,"在2010年联邦选举之前的1 400人中,反对澳大利亚成为共和国的人自2008年以来增长了8%。","在 2010 年联邦大选之前曾对 1,400 名受访者做过调查，受访者中反对澳大利亚成为共和国的人数自 2008 年以来增长了 8%。",在2010年联邦选举之前对1400人进行的调查中，反对澳大利亚成为共和国的人数自2008年以来增长了8%。,0.9246794581413269,0.8330855369567871,0.8764960765838623,0.9462265968322754,0.9044227004051208,0.9248524904251099
323,"2010年联邦大选期间, 看守总理朱莉娅·吉拉德(Julia Gillard)宣称, 她认为澳洲在伊丽莎白二世女王统治结束后,",看守总理朱莉娅·吉拉德在2010年联邦大选竞选期间称，她认为在女王伊丽莎白二世退位后，澳大利亚应该成为共和国。,看守总理朱莉娅·吉拉德在2010年联邦选举的竞选期间声称，她认为澳大利亚应该在伊丽莎白二世女王统治结束时成为一个共和国。,0.8511279225349426,0.8380871415138245,0.8445571660995483,0.8879011869430542,0.8479025363922119,0.8674410581588745
324,"34%的选民同意这一观点,希望伊丽莎白女王二世成为澳大利亚最后的君主。",34% 的受访者一致表示，希望英国女王伊丽莎白二世成为澳大利亚的最后一任君主。,在此次民调中，有34%的人持这种观点，认为伊丽莎白二世女王应该是澳大利亚最后一位君主。,0.855599045753479,0.8580411076545715,0.8568183183670044,0.8752902746200562,0.8191400766372681,0.846284806728363
325,"在最极端的民意测验中,29%的被调查者认为澳大利亚应尽快成为一个共和国,31%的人认为澳大利亚永远不应该成为一个共和国。",投票存在两极分化的情况，29% 的受访者认为澳大利亚应该尽快成立共和国，31% 的人则认为澳大利亚永远不应该成立共和国。,在调查的两极，29% 的受访者认为澳大利亚应尽快成为共和国，而 31% 的受访者认为澳大利亚绝不应成为共和国。,0.869664192199707,0.8688229322433472,0.869243323802948,0.867485761642456,0.897005558013916,0.8819987177848816
326,"奥林匹克金牌得主本应在100米和200米自由式游泳,并在英联邦运动会三轮接力赛中游泳,但由于他抱怨,他的健康状况一直受到质疑。",这位奥运会金牌得主本应参加 100 米和 200 米自由泳和英联邦运动会的三项接力赛，但由于他的抱怨，他的健康状况一直受到质疑。,这位奥运金牌得主原本计划参加英联邦运动会的100米和200米自由泳，以及三项接力赛，但由于他的投诉，他的身体状况令人怀疑。,0.8986608982086182,0.9108774662017822,0.9047279357910156,0.8438106775283813,0.8536309003829956,0.8486924171447754
327,"由于禁止他参加奥运会,他无法服用克服痛苦所需的药物。",他一直无法用药物来缓解疼痛，因为比赛禁止参赛者服用这些药物。,他无法服用缓解疼痛所需的药物，因为这些药物在比赛中是被禁止的。,0.7372994422912598,0.7413341999053955,0.7393113374710083,0.8061743378639221,0.7801076173782349,0.7929267883300781
328,"Curtis Cooper, 中密苏里大学数学和计算机科学教授,",中央密苏里大学 (University of Central Missouri) 的数学家、计算机科学教授柯蒂斯·库珀 (Curtis Cooper) 于 1 月 25 日发现了迄今为止最大的已知素数。,库尔蒂斯·库珀，中央密苏里大学的数学和计算机科学教授，于1月25日发现了迄今为止已知的最大质数。,0.8066822290420532,0.6060622930526733,0.692127525806427,0.8820385932922363,0.6562782526016235,0.7525923252105713
329,"在二月初之前, 数人使用不同的硬件和软件,",二月初，几个人用不同的硬件和软件验证了这一发现，并在周二宣布。,几个人在二月初使用不同的硬件和软件验证了这一发现，并于周二宣布了此消息。,0.8236101865768433,0.7439999580383301,0.7817836403846741,0.8213074207305908,0.7194386124610901,0.767005443572998
330,"彗星可能是向地球输送水的来源,还有有机物质,它们可以形成蛋白质和维系生命。",彗星可能是地球上的水和有机物的来源，这些有机物可以形成蛋白质并维持生命的存续。,彗星可能是地球水的来源之一，同时还带来了能够形成蛋白质并支持生命的有机物质。,0.865979790687561,0.8703884482383728,0.8681785464286804,0.852677583694458,0.8462965488433838,0.849475085735321
331,"科学家希望了解行星是如何形成的,特别是地球是如何形成的,因为彗星早就与地球相撞。",科学家希望了解自从彗星很久以前与地球相撞以来，行星是如何形成的，尤其是地球的形成方式。,科学家希望了解行星是如何形成的，特别是地球是如何形成的，因为早在很久以前，彗星就与地球发生过碰撞。,0.8893265724182129,0.8206791281700134,0.8536249399185181,0.9643591642379761,0.8962984681129456,0.9290840029716492
332,"53岁的Cuomo今年年初开始执政,上个月签署了一项法案,使同性婚姻合法化。",现年 53 岁的库莫（Cuomo）从今年年初开始担任州长，并于上个月签署了一项将同性婚姻合法化的法案。,库莫，53岁，年初开始担任州长，上个月签署了一项法案，合法化同性婚姻。,0.9003411531448364,0.828223466873169,0.8627778887748718,0.8868935704231262,0.8753564357757568,0.8810872435569763
333,"他说谣言是""政治闲聊和愚蠢""",他把谣言称为“政治碎碎念和愚蠢行为”。,他把这些谣言称为“政治闲谈和胡说八道”。,0.820215106010437,0.7648463249206543,0.7915636897087097,0.8078655004501343,0.7366145849227905,0.7705965638160706
334,"据推测,他将在2016年竞选总统。",据推测，他将在 2016 年参加总统竞选。,据推测，他将于2016年竞选总统。,0.9496371150016785,0.9238438010215759,0.9365628957748413,0.978849470615387,0.978849470615387,0.978849470615387
335,"下一个Gen是FAA索赔的系统,它将使飞机能够飞行较短的航线,每年节省数百万加仑的燃料,并减少碳排放。",美国联邦航空局 (FAA) 称，新一代航空运输系统 (NextGen) 可以使飞机缩短飞行航线，每年节省数百万加仑的燃料，并减少碳排放。,下一代（NextGen）是一个系统，联邦航空管理局（FAA）声称它能够让飞机飞行更短的航线，每年节省数百万加仑的燃料，并减少碳排放。,0.8486974835395813,0.8007994890213013,0.8240530490875244,0.8940677642822266,0.8290122747421265,0.8603119254112244
336,"它使用卫星技术,而不是旧的地面雷达技术,使空中交通控制员能够更精确地确定飞机,并向飞行员提供更准确的信息。",它使用卫星技术，而不是老旧的地面雷达技术，使空中交通管制员能够更精确地定位飞机，并向飞行员提供更准确的信息。,它使用基于卫星的技术，而不是旧的基于地面雷达的技术，以便让空中交通管制员能更精确地确定飞机的位置，并向飞行员提供更准确的信息。,0.9742296934127808,0.9715820550918579,0.9729040861129761,0.9592905640602112,0.9098085165023804,0.9338945150375366
337,"地面列车不会停在Wembley,",没有增设额外的交通工具，地上火车在温布利 (Wembley) 也不停站，地上也没有停车场和停车换乘设施。,没有额外的交通安排，地面列车不会停靠温布利，场地内没有停车位和停车换乘设施。,0.7781885862350464,0.6346220374107361,0.6991108655929565,0.8676270246505737,0.6634825468063354,0.7519453763961792
338,对缺乏交通工具的恐惧使人们有可能被迫在没有小组支持者的情况下闭门玩耍。,由于担心缺乏交通工具，比赛可能会被迫在没有球队支持者的情况下闭门进行。,对缺乏交通工具的担忧引发了比赛可能在没有球队支持者的情况下闭门进行的可能性。,0.8299747705459595,0.8274991512298584,0.8287351131439209,0.8526065349578857,0.8339859247207642,0.8431934118270874
339,星期四在《科学》杂志上发表的一份研究报告报告了厄瓜多尔加拉帕戈斯群岛形成新鸟类物种的情况。,周四，一份发表于《科学》杂志的研究报告称，一种新的鸟类在厄瓜多尔加拉帕戈斯群岛形成。,一项星期四在《科学》杂志上发表的研究报告了厄瓜多尔加拉帕戈斯群岛上形成了一种新的鸟类物种。,0.8661726713180542,0.8783200979232788,0.8722041249275208,0.9317103028297424,0.933346688747406,0.9325277209281921
340,"来自美国普林斯顿大学和瑞典乌普萨拉大学的研究人员报告说,新物种在短短两代人的时间里就演变了,尽管人们认为这一过程需要更长的时间,这是因为在达尔文峰、Geospiza Fortes和移民仙人掌、Geospiza Conirostris之间繁殖。",来自美国普林斯顿大学和瑞典乌普萨拉大学的研究人员报告称，由于当地特有的达尔文雀中的勇地雀和外来的仙人掌大嘴地雀之间的繁殖，这个新物种只进化了两代，尽管人们认为这一过程需要更长的时间。,来自美国普林斯顿大学和瑞典乌普萨拉大学的研究人员报告称，这种新物种在仅仅两代内就进化出来，尽管这一过程此前被认为需要花费更长的时间。这是由于一种特有的达尔文雀（Geospiza fortes）与移民仙人掌雀（Geospiza conirostris）之间的杂交所导致的。,0.8477215766906738,0.8363747596740723,0.842009961605072,0.8725936412811279,0.8165439367294312,0.8436388969421387
341,"黄金可以以形形色色运作,可以以微小的形状滚动。",黄金可以加工成各种形状。可以卷曲成微小的形状。,黄金可以加工成各种形状。它可以被轧制成微小的形状。,0.813822329044342,0.8261552453041077,0.8199424743652344,0.8026600480079651,0.8020067811012268,0.8023332953453064
342,"它可以被拉入细线,可以被扭曲和打孔,可以被锤或卷成床单。",它可以拉成细丝，用于缠绕和编结。也可以捶打或碾成片状。,它可以被拉成细线，可以被扭曲和编织。它可以被锤打或轧制成薄片。,0.7723789811134338,0.7732647657394409,0.7728216052055359,0.8773701190948486,0.8785054683685303,0.877937376499176
343,"它可以非常薄, 并粘在其它金属上。 它可以非常薄, 有时用来装饰书中的手工画像, 书名为“ 受污染的手稿 ” 。",它可以做得很薄，粘在其他金属上，由于达到如此之薄，有时可以用于装饰被称为“彩饰手抄本”的书本里的手绘图画。,它可以做得非常薄，并贴在其他金属上。它可以做得非常薄，以至于有时用来装饰被称为“装饰手稿”的书籍中的手绘图画。,0.8329161405563354,0.7838030457496643,0.8076136112213135,0.8759157657623291,0.8493824005126953,0.862445056438446
344,这叫做化学物质pH。 你可以用红卷心菜汁做一个指标。,这被称为化学物质的 pH 值。你可以使用红甘蓝汁制作指示剂。,这被称为化学物质的酸碱度（pH）。你可以用红甘蓝汁制作指示剂。,0.8243387341499329,0.8180684447288513,0.8211916089057922,0.8164635896682739,0.7825782299041748,0.7991619110107422
345,卷心果汁根据该化学品是如何酸或基本(碱性)而改变颜色的。,卷心菜汁的颜色将根据化学物质的酸碱性发生变化。,白菜汁的颜色会根据化学物质的酸性或碱性（碱性）而变化。,0.7288614511489868,0.7906075119972229,0.75847989320755,0.761991024017334,0.8100442886352539,0.7852832078933716
346,pH水平以测试化学物中的氢离子(H在pH中)量表示。,pH 值以被测化学品中的氢（pH 中的 H）离子数量表示。,pH值是通过被测试化学物质中氢离子（pH中的H）含量来表示的。,0.8699188232421875,0.8720165491104126,0.8709664344787598,0.8702876567840576,0.8317123651504517,0.8505628705024719
347,"氢离子是一种质子,其电子被剥除(因为氢原子由一个质子和一个电子组成)。",氢离子是失去了电子的质子（因为氢原子由一个质子和一个电子组成）。,氢离子是失去其电子的质子（因为氢原子由一个质子和一个电子组成）。,0.9024561643600464,0.92348712682724,0.912850558757782,0.9136061668395996,0.9374739527702332,0.9253861308097839
348,然后用干净的湿手 把它们挤进一个球里,搅动两种干粉使其混合，然后用干净的湿手把它们揉成一个球。,将两种干粉混合在一起，然后用干净的湿手把它们捏成一个球。,0.8886929750442505,0.7870193719863892,0.8347716927528381,0.8962624073028564,0.7885368466377258,0.8389556407928467
349,你的手上的水分会和外层发生反应 外层会觉得有趣 形成一种外壳,你手上的水分会与外层发生反应，这样会形成一层类似外壳的东西，感觉十分有趣。,你手上的湿气会与外层反应，这会感觉有点奇怪，并形成一种壳。,0.8678200840950012,0.7860321402549744,0.8249037265777588,0.8343130350112915,0.8059327006340027,0.8198773860931396
350,"哈拉帕和Mohenjo-daro两个城市几乎每栋房屋都有冲水马桶,附属于复杂的污水处理系统。",哈拉帕 (Harappa) 和摩亨佐-达罗 (Mohenjo-daro) 这两个城市几乎每家每户都有抽水马桶，这些马桶与精密的污水处理系统相连。,哈拉帕和摩亨佐达罗的城市几乎每家都有冲水厕所以及先进的排水系统。,0.8619891405105591,0.8065378665924072,0.8333421349525452,0.7963671088218689,0.8255249261856079,0.8106839060783386
351,在希腊的克里特和桑托里尼的米诺安市的房屋中发现了污水处理系统的残留物。,在希腊克里特岛和圣托里尼米诺斯城市的房屋中发现了污水系统的遗迹。,在希腊克里特岛和圣托里尼的米诺斯城市的房屋中发现了污水系统的遗迹。,0.8663303852081299,0.8846859931945801,0.8754119873046875,0.8834426403045654,0.8960905075073242,0.8897216320037842
352,"在古埃及、波斯和中国,也有厕所,在罗马文明中,厕所有时是公共浴室的一部分,男女混合在一起。",古埃及、波斯和中国也有厕所。在罗马文明中，厕所有时是男女混合的公共浴室的一部分。,在古埃及、波斯和中国也有厕所。在罗马文明中，厕所有时是公共浴室的一部分，男女在一起混合使用。,0.9328181743621826,0.9573222398757935,0.9449113607406616,0.9644373655319214,0.9589962363243103,0.9617091417312622
353,当你打电话给在千里之外的人时 你正在使用卫星,你给远在千里之外的人打电话，就会用到卫星。,当你打电话给一个千里之外的人时，你是在使用卫星。,0.8294905424118042,0.8190567493438721,0.8242406249046326,0.9345929026603699,0.9071072340011597,0.920644998550415
354,"太空中的卫星接到了呼叫,然后反射了下来, 几乎瞬间就反射了。",太空中的卫星接到电话后，几乎是立刻将其反射回去。,在太空中的卫星接到信号后，几乎立刻将其反射回地面。,0.8141376376152039,0.8270262479782104,0.8205313682556152,0.79670649766922,0.8001482486724854,0.798423707485199
355,"这颗卫星是用火箭射入太空的,科学家在太空使用望远镜,因为地球大气层扭曲了我们的一些光和观。",卫星是由火箭发射到太空的。科学家在太空中使用望远镜是因为地球的大气层让某些光线和视野产生扭曲。,卫星是通过火箭送入太空的。科学家在太空中使用望远镜，因为地球的气氛会扭曲我们的一部分光线和视野。,0.8617727756500244,0.8546744585037231,0.858208954334259,0.8851215839385986,0.8759406805038452,0.8805071711540222
356,在太空安装卫星或望远镜 需要100英尺高的巨型火箭,要把卫星或望远镜送入太空，需要一枚超过 100 英尺高的巨型火箭。,要发射卫星或望远镜进入太空，需要一枚超过100英尺高的巨型火箭。,0.8864768743515015,0.8235580921173096,0.8538600206375122,0.8902709484100342,0.8196301460266113,0.8534914255142212
357,轮子以令人难以置信的方式改变了世界。 轮子为我们做的最大的一件事就是让我们更方便、更快的交通。,车轮以不可思议的方式改变了世界。车轮对我们最大的贡献，是让我们的交通更加便捷。,轮子以不可思议的方式改变了世界。轮子为我们做的最大贡献就是提供了更容易和更快捷的交通方式。,0.8269413113594055,0.856715738773346,0.8415652513504028,0.8746086359024048,0.8754407167434692,0.8750244975090027
358,它给我们带来了火车、汽车和许多其他运输装置。,有了它，我们才有了火车、汽车和许多其他交通工具。,它给我们带来了火车、汽车以及许多其他交通工具。,0.8784350752830505,0.8455166816711426,0.8616615533828735,0.9429326057434082,0.9392585754394531,0.9410920143127441
359,在它们下面有中等大小的猫 吃中等大小的猎物 从兔子到羚羊和鹿,它们的下方是更多中等大小的猫科动物，它们吃的是中等大小的猎物，从兔子、羚羊到鹿都会吃。,在它们下面是一些中等大小的猫科动物，它们以中等大小的猎物为食，包括兔子、羚羊和鹿。,0.8739636540412903,0.7955358624458313,0.8329075574874878,0.8788877725601196,0.8113789558410645,0.8437852263450623
360,"最后,有许多小猫(包括松散的宠物猫)食用昆虫、鼠类、蜥蜴和鸟类等数量更多的小猎物。",最终，有许多小型的猫科动物（包括散养的宠物猫），以昆虫、啮齿动物、蜥蜴和鸟类等数量多得多的小型猎物为食。,最后，有许多小猫（包括一些散养的宠物猫）会捕食数量更多的小猎物，比如昆虫、啮齿动物、蜥蜴和鸟类。,0.8929290771484375,0.8419945240020752,0.8667141199111938,0.9209219217300415,0.881320595741272,0.9006861448287964
361,"他们成功的秘诀是利基的概念, 每只猫都有一份特殊的工作, 防止他们与他人竞争。",它们成功的秘诀是利基概念，每只猫都负责一项特殊的工作，防止它们与其他猫竞争。,他们成功的秘密在于“小众”这一概念，每只猫都有一个特殊的角色，避免了彼此之间的竞争。,0.922225296497345,0.9225631356239319,0.9223942160606384,0.8275976181030273,0.8012064099311829,0.8141882419586182
362,"狮子是社会上最受欢迎的猫,生活在称为骄傲的大群体中。",狮子是群居属性最明显的猫科动物，生活在称为狮群的大型群体中。,狮子是最社交的猫科动物，生活在被称为狮群的大群体中。,0.8006113171577454,0.7849539518356323,0.7927052974700928,0.826999306678772,0.8436675667762756,0.8352502584457397
363,"母性由1至3名相关的成年男性组成,还有多达30名女性和幼崽。",狮群由一到三只有亲属关系的成年雄性，以及可多达三十只的雌性和幼崽组成。,狮群由一到三个相关的成年雄性以及多达三十只雌性和小狮子组成。,0.8292223811149597,0.7940349578857422,0.8112472295761108,0.8365601301193237,0.8273898959159851,0.831949770450592
364,"女性通常彼此关系密切,是一个由姐妹和女儿组成的大家庭。",作为大家庭里的姐妹和女儿，雌性之间通常彼此关系密切。,雌性通常彼此关系非常密切，是一个由姐妹和女儿组成的大型家庭。,0.8176485896110535,0.8368548154830933,0.8271402716636658,0.9503498077392578,0.9200668334960938,0.9349631667137146
365,"狮子的骄傲行为就像一群狼或狗, 动物惊人地类似于狮子(但不是其他大猫)的行为, 并且非常致命于猎物。",狮群的行为与狼群或狗群非常类似。这些动物与狮子的行为惊人地相似（但与其他大型猫科动物不同），而且这些行为对它们的猎物来说也是非常致命的。,狮群的行为与狼群或狗群非常相似，这些动物在行为上与狮子出奇地相似（但与其他大型猫科动物不同），同时对猎物也非常致命。,0.8086664080619812,0.7675821781158447,0.787588894367218,0.7945388555526733,0.7707123756408691,0.7824442982673645
366,"虎可以攀爬(虽然不太好), 游泳, 跨越遥远的距离, 用强人的五倍的力量拉。",老虎是全能运动员，它会攀爬（虽然攀爬能力不是很强）、游泳、跳远，拉力能达到人类大力士的五倍。,一位全面发展的运动员，老虎能够攀爬（虽然不太擅长），游泳，跳跃很远的距离，并且拉力是强壮人类的五倍。,0.7590936422348022,0.7340675592422485,0.7463708519935608,0.8295202255249023,0.7527174949645996,0.7892547845840454
367,老虎与狮子、豹和美洲豹同属一组(Genus Panthera)。这四只猫是唯一能吼叫的猫。,老虎与狮、豹和美洲虎属于同一类型（豹属）。这四种大猫是仅有的会吼叫的猫科动物。,老虎和狮子、豹子、以及美洲豹同属一个类别（豹属）。这四种猫科动物是唯一能够吼叫的。,0.8741231560707092,0.8417965173721313,0.8576552867889404,0.889752209186554,0.858999490737915,0.8741055130958557
368,老虎的咆哮不像狮子的咆哮 更像是恶毒的恶言,老虎的咆哮不像狮子的咆哮那样深沉，而更像一句生气嘶吼的话语。,老虎的咆哮不像狮子的洪亮吼声，而更像是一句带有怒气、被大声喊出的词句。,0.8548911213874817,0.775311291217804,0.8131588101387024,0.8498809337615967,0.724841296672821,0.7823967337608337
369,"食肉动物喜欢吃小动物,如果可以的话,它们会捕捉猴子、蛇、老鼠和鸟类。几乎所有猎食动物都比猎食小得多。",豹猫喜欢吃小动物。如果条件允许，他们会捕捉猴子、蛇、啮齿动物和鸟类。豹猫的猎物几乎都比自身要小得多。,虎斑猫喜欢吃小动物。如果能的话，它们会捕捉猴子、蛇、啮齿动物和鸟类。几乎所有虎斑猫猎捕的动物都比它们小得多。,0.8527638912200928,0.8440556526184082,0.8483874797821045,0.8979690074920654,0.8828364014625549,0.8903384208679199
370,科学家们认为 食肉动物会跟随它们 寻找动物通过嗅觉来吃食(食食) 嗅探它们曾经在地上的地方,科学家认为，美洲豹猫是通过气味和嗅探猎物在地面上的踪迹来跟踪和寻找要捕食的动物的。,科学家认为，豹猫通过嗅觉跟踪并找到食物（猎物），闻闻它们在地面上留下的痕迹。,0.7481476068496704,0.740363597869873,0.7442352771759033,0.7727470993995667,0.7654735445976257,0.7690930962562561
371,"他们可以在黑暗中用夜视看得很清楚,并且可以悄悄地移动。 猎食者在猎物周围游荡,捕食猎物,然后围捕猎物。",它们的夜视能力很强，能在黑暗中看得很清楚，而且行动也很隐秘。豹猫的捕食方式是先融入周围环境，然后猛扑向猎物。,它们在黑暗中能看得非常清楚，利用夜视能力，并且移动得也非常悄无声息。豹猫通过融入环境来捕猎猎物，然后猛扑上去。,0.8108974695205688,0.7665725946426392,0.7881122827529907,0.8285993337631226,0.7761459350585938,0.8015154004096985
372,"当一小群生物(一小群人口)与他们来自的主要人口分开时(比如他们跨越山脉或河流,或者他们迁至新岛屿,因此他们无法轻易地迁回),他们往往会发现自己所处的环境与以前不同。",当一小群生物（一个小种群）与它们本来的主要种群分离时（比如它们跨过山脉和河流，或者它们到了一个新的岛屿以至于不可能轻易回去)，它们通常会发现自己所处的环境与之前不同。,当一小群生物（小种群）与它们来自的主要种群隔离开来（比如如果它们越过一座山脉或一条河流，或者如果它们迁移到一个新的岛屿，使得它们无法轻易返回）时，它们往往会发现自己身处于一个与之前不同的环境中。,0.8915016651153564,0.8821004033088684,0.8867761492729187,0.8941317796707153,0.8540140986442566,0.873612642288208
373,"这种新的环境拥有不同的资源和不同的竞争对手,因此新的人口需要不同的特征或适应,才能成为强大的竞争对手,而不是他们以前所需要的竞争对手。",这个新的环境有不同的资源和不同的竞争对手，所以新的种群将需要不同的特征或适应能力来成为一个强有力的竞争对手，而不是它们之前所需要的那些。,这个新环境拥有不同的资源和不同的竞争对手，所以新的种群需要不同的特征或适应能力，才能比之前更强地竞争。,0.9221835136413574,0.8965593576431274,0.9091908931732178,0.8569256067276001,0.8951338529586792,0.8756131529808044
374,"原始人口完全没有变化, 他们仍然需要 相同的适应 与以前一样。",原来的种群根本没有改变，它们仍需要和以前一样适应环境。,原来的种群没有任何变化，他们仍然需要和以前一样的适应。,0.8246052861213684,0.8259430527687073,0.8252736330032349,0.8608368039131165,0.8641051054000854,0.8624678254127502
375,"随着时间的流逝,随着新人口开始适应新的环境,他们开始越来越不像其他人口。",随着时间的推移，新的种群开始适应新的环境，它们开始变得与其他种群越来越不相似了。,随着时间的推移，当新的人口开始适应他们的新环境时，他们开始变得越来越不像其他人口。,0.8864458799362183,0.8553881049156189,0.8706400990486145,0.9390408396720886,0.912516713142395,0.9255887866020203
376,"最终,经过数千年甚至数百万年之后, 这两种种群将变得如此不同, 以至于它们不能被称为同一种物种。",在历经数千甚至数百万年以后，这两个种群最终看上去会截然不同，以致于不能将两者称作同一物种。,最终，经过数千年甚至几百万年，两个人群的外貌将会变得如此不同，以至于它们不能被称为同一种生物。,0.8623688220977783,0.8643331527709961,0.8633498549461365,0.9329187870025635,0.9221931099891663,0.927524983882904
377,"我们称之为过程特征,它只是意味着新物种的形成。 特征是不可避免的后果,也是进化中非常重要的一部分。",我们把这个过程称为“物种形成”，也就是新物种的形成。物种形成是进化的必然结果，也是进化中极为重要的一环。,我们把这个过程叫做物种形成，这意味着新物种的产生。物种形成是进化不可避免的结果，也是一个非常重要的部分。,0.7981464266777039,0.8201292753219604,0.808988630771637,0.8529510498046875,0.8633663058280945,0.8581270575523376
