id,translated_hindi,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
151,"मेग्नस से पूछा गया: ""आगोला अपनी सबसे बुरी वृद्धि के लिए जा रहा है और स्थिति अंगोला में बहुत बुरा रहता है,"" उन्होंने कहा.",मेडिसिनेस सेंस फ्रोंटियर के प्रवक्ता रिचर्ड वीरमन ने कहा: “अंगोला में महामारी फैलने की रफ़्तार अब तक के सबसे बुरे दौर में पहुँच गई है और वहाँ के हालात बहुत खराब हैं.”,"मेडिसिन्स सॉं फ्रंटियर्स के प्रवक्ता रिचार्ड वर्मन ने कहा: ""अंगोला अपने सबसे खराब प्रकोप की ओर बढ़ रहा है और अंगोला में स्थिति बहुत खराब बनी हुई है,"" उन्होंने कहा।",0.7640938758850098,0.6991260051727295,0.7301676869392395,0.838482141494751,0.7754794359207153,0.8057510852813721
152,"खेल 10: 00 बजे भारी मौसम और मध्य सुबह की फुहार के अलावा जो जल्दी साफ कर दिया, यह 7 के rugart के लिए एक सही दिन था.","खेल सुबह 10:00 बजे बहुत बढ़िया मौसम के साथ शुरू हुआ और सुबह-सुबह की रिमझिम फुहारें, जो जल्दी ही ख़त्म हो गई थीं, के अलावा यह 7वे रग्बी के लिए शानदार दिन था.","यह खेल सुबह 10:00 बजे शानदार मौसम के साथ शुरू हुए और सुबह के मध्य में हल्की बूँदाबाँदी के अलावा, जो जल्दी ही साफ हो गई, यह 7 का रग्बी खेलने के लिए एकदम सही दिन था।",0.8320024013519287,0.7941862344741821,0.8126546144485474,0.847632884979248,0.8055214881896973,0.8260408639907837
153,दक्षिण अफ्रीका के सबसे ऊँचे बीजों ने सही नोट किया जब उन्हें ५वीं वंश के विरुद्ध ५.०० - ०० जीतने के लिए एक आराम से २६ - ०० जीतने लगे ।,"टूर्नामेंट के शीर्ष सीड्स दक्षिण अफ़्रीका ने सही नोट पर शुरू किया, जब उनके पास 5वीं वरीयता प्राप्त ज़ांबिया के ख़िलाफ़ 26 - 00 की आसान जीत थी.",टूर्नामेंट के शीर्ष वरीयता प्राप्त दक्षिण अफ्रीका ने 5वें वरीयता प्राप्त ज़ाम्बिया के खिलाफ 26 - 00 की आरामदायक जीत के साथ सही शुरुआत की।,0.7611254453659058,0.7486001253128052,0.7548108696937561,0.7294172048568726,0.7224237322807312,0.7259036302566528
154,"उनकी दक्षिणी बहनों के विरुद्ध खेल में बहुत ही ज़ंग लगा हुआ था, लेकिन जैसे - जैसे दक्षिण अफ्रीका बढ़ती गयी, वैसे - वैसे बढ़ती गयी ।","अपनी सदर्न सिस्टर्स के खिलाफ़ खेल में निर्णायक रूप से कमज़ोर दिखाई दे रही, फिर भी लगातार दक्षिण अफ़्रीका ने टूर्नामेंट के आगे बढ़ने पर सुधार किया है.","दक्षिण अफ्रीका अपने दक्षिणी बहनों के खिलाफ खेल में स्पष्ट रूप से कमजोर नजर आया, लेकिन जैसे-जैसे टूर्नामेंट आगे बढ़ा, उन्होंने धीरे-धीरे सुधार किया।",0.6952786445617676,0.6960038542747498,0.695641040802002,0.7893981337547302,0.7756296396255493,0.7824533581733704
155,"उनकी रक्षा से, गेंद कौशल और उत्कृष्ट टीम कार्य को नियंत्रित करने के लिए उन्हें बाहर खड़े किया गया और यह स्पष्ट था कि यह टीम हरा करने के लिए थी ।","उनकी अनुशासित रक्षा, गेंदबाजी की कला और टीम के अच्छे काम ने उन्हें बाहर खड़ा कर दिया और अब यह साफ हो गया था की ये टीम टक्कर देगी ।","उनकी अनुशासित रक्षा, गेंद संभालने के कौशल और उत्कृष्ट टीम वर्क ने उन्हें अलग बना दिया और यह स्पष्ट था कि यह टीम हराने के लिए थी।",0.783282995223999,0.7786011695861816,0.7809351086616516,0.8650208711624146,0.8544188737869263,0.8596871495246887
156,एमस्टरस्टरस्टर शहर और ऐन फ्रैंक पार्क राज्य के अधिकारी कहते हैं कि पेड़ एक मौज - मस्ती से दूषित होता है और यह पेड़ सार्वजनिक स्वास्थ्य ख़तरा बना देता है जब वे तर्क करते हैं कि यह जल्द ही गिर जाने के ख़तरे में था ।,एम्स्टर्डम शहर और ऐनी फ्रैंक संग्रहालय राज्य के अधिकारियों का कहना है कि पेड़ एक कवक से संक्रमित है और एक सार्वजनिक स्वास्थ्य खतरा पैदा करता है क्योंकि उनका तर्क है कि उसके गिरने का पूरा खतरा था।,एम्स्टर्डम शहर और एन फ्रैंक म्यूजियम के अधिकारियों का कहना है कि पेड़ फफूंद से संक्रमित है और यह सार्वजनिक स्वास्थ्य के लिए खतरा है क्योंकि उनका तर्क है कि यह गिरने के खतरे में था।,0.8409005403518677,0.8570349812507629,0.8488910794258118,0.842336893081665,0.8632433414459229,0.8526620268821716
157,"यह तय किया गया था कि मंगलवार को काट दिया जाए, लेकिन एक आपातकालीन अदालत के फैसले के बाद बच जाएगा ।","इसे मंगलवार को काटना तय किया गया था, लेकिन एक आपातकालीन अदालत के फ़ैसले के बाद इसे बचा लिया गया था.","यह मंगलवार को काटने के लिए निर्धारित था, लेकिन आपातकालीन अदालत के फैसले के बाद इसे बचा लिया गया।",0.8555171489715576,0.8775132894515991,0.8663756251335144,0.841076135635376,0.8534069061279297,0.847196638584137
158,"सभी गुफा प्रवेश द्वार, जो ""सात बहनों"" नाम से लिए गए थे, व्यास में कम से कम 100 मीटर (3 से 820 फीट) हैं।","सभी गुफाओं, जिनका नाम “सात बहनें” रखा गया, में घुसने की जगह का डायमीटर कम से कम 100 से 250 मीटर (328 से 820 फ़ीट) है.","सभी गुफा के प्रवेश द्वार, जिन्हें ""सात बहनों"" का नाम दिया गया है, कम से कम 100 से 250 मीटर (328 से 820 फीट) व्यास में हैं।",0.8248666524887085,0.7967233061790466,0.8105508089065552,0.9191848635673523,0.9043346643447876,0.9116992950439453
159,इन्फ्रारेड छवियों से पता चलता है कि रात - दिन तापमान अलग - अलग होता है ।,इन्फ़्रारेड चित्र दिखाते हैं कि रात और दिन के बदले तापमान से वे कुछ-कुछ गुफ़ाएँ जैसी हैं.,इन्फ्रारेड छवियाँ दर्शाती हैं कि रात और दिन के तापमान में बदलाव यह इंगित करते हैं कि ये संभवतः गुफाएँ हैं।,0.8284773826599121,0.7586959004402161,0.792052686214447,0.8397685289382935,0.7761318683624268,0.8066971302032471
160,"""वे दिन में चारों ओर की सतह से ठंडा हैं और रात में गर्म.",“दिन में ये आस-पास की सतहों से ज़्यादा ठंडी और रात में गर्म होती हैं.,वे दिन में आस-पास की सतह से ठंडे होते हैं और रात में गर्म।,0.839535653591156,0.8087272047996521,0.8238434791564941,0.9044756889343262,0.899971604347229,0.9022180438041687
161,"अमरीका के जीव - वैज्ञानिक सर्वे (SSSSSS) के ग्लैडियेटर (SSSS) ने कहा कि इन्हें पृथ्वी पर एक बहुत ही बड़ी गुफा के रूप में बनाए रखना चाहिए, लेकिन यह पृथ्वी के गहरे छेदों से मेल खाता है ।","उनका ऊष्मीय व्यवहार पृथ्वी की बड़ी गुफाओं जैसा स्थिर नहीं है जो अक्सर काफी स्थिर तापमान बनाए रखती हैं, लेकिन यह जमीन के इन गहरे छेद के अनुरूप है,” यूनाइटेड स्टेट्स जियोलॉजिकल सर्वे (यूएसजीएस) की भूगर्भीय टीम और फ्लैगस्टाफ, एरिजोना में स्थित उत्तरी एरिजोना विश्वविद्यालय के ग्लेन कुशिंग ने कहा।","""उनका तापीय व्यवहार पृथ्वी पर बड़े गुफाओं की तरह स्थिर नहीं है, जो अक्सर एक समान तापमान बनाए रखती हैं, लेकिन यह इस तथ्य के अनुरूप है कि ये जमीन में गहरे गड्ढे हैं,"" अमेरिका भूवैज्ञानिक सर्वेक्षण (USGS) एस्ट्रोजियोलॉजी टीम के ग्लेन कशिंग और उत्तरी एरिज़ोना विश्वविद्यालय में फ्लैगस्टाफ, एरिज़ोना से कहा।",0.7518880367279053,0.6881179809570312,0.718591034412384,0.7457159757614136,0.7032464146614075,0.7238587737083435
162,"फ्रांस में वोट देने का चलन आम तौर पर कम हो गया है: अपने आप को एक दृश्य में अलग रखते हैं, कागज का एक पूर्वनिर्धारित शीट डाल दिया एक लिफाफा में उनके चुनाव के उम्मीदवार को सूचित करने में.","फ्रांस में, मतदान परंपरागत रूप से एक कम तकनीक वाला अनुभव रहा है: मतदाता खुद को बूथ में अलग-थलग कर लेते हैं, एक कागज की एक पूर्व-मुद्रित शीट डालते हैं जो लिफाफे में उनकी पसंद के उम्मीदवार को दर्शाती है।","फ्रांस में, मतदान पारंपरिक रूप से एक निम्न-तकनीकी अनुभव रहा है: मतदाता एक बूथ में अलगाव में रहते हैं, और अपने पसंदीदा उम्मीदवार को दर्शाने वाला पूर्व-छापी कागज का एक पन्ना एक लिफाफे में डालते हैं।",0.8235889077186584,0.7940821647644043,0.8085664510726929,0.7879106998443604,0.7699819803237915,0.7788431644439697
163,"अधिकारियों ने वोटर की पहचान की पुष्टि करने के बाद, वोट देनेवाले ने लिफाफा को गेंद के बॉक्स में और वोट के चिह्नों को भेज दिया।","जब अधिकारी मतदाता की पहचान की पुष्टि कर लेते हैं, तब मतदाता लिफ़ाफ़े को बैलट बॉक्स में डालता है और वोटिंग रोल पर हस्ताक्षर कर देता है.","एक बार अधिकारियों द्वारा मतदाता की पहचान की पुष्टि करने के बाद, मतदाता लिफाफे को मतपत्र बॉक्स में डालता है और मतदान रजिस्टर पर हस्ताक्षर करता है।",0.8020328283309937,0.7711897492408752,0.7863088846206665,0.8182256817817688,0.7935710549354553,0.8057098388671875
164,फ्रांसीसी चुने गए कानून के बजाय निश्‍चित रूप से कार्यवाहीों को समर्थन देते हैं ।,"फ़्रांस का चुनावी कानून, कार्यवाही को सख्ती से सांकेतिक शब्दों में बदलता है.",फ्रांसीसी चुनावी कानून काफी सख्ती से प्रक्रिया को संहिता में रखा गया है।,0.7672722935676575,0.7785314321517944,0.7728608250617981,0.7770953178405762,0.8072978258132935,0.7919086813926697
165,"सन्‌ 1988 से, वोट देने और अधिकार रखनेवालों के लिए गेंद के बक्से पारदर्शी होना ज़रूरी है ताकि वे गवाही दे सकें कि कोई भी लिफाफा वोट की शुरूआत में मौजूद नहीं है ।","1988 के बाद से, मतपेटियांपारदर्शी होनी चाहिए थीं ताकि मतदाता और पर्यवेक्षक यह देख सकें कि मत के शुरू होने से पहले मतपेटी में कोई लिफ़ाफ़ा तो मौजूद नहीं है और वैध मतों के अलवा कोई अन्य मत तो नहीं दिया गया है.","1988 से, मतपत्र बक्से पारदर्शी होने चाहिए ताकि मतदाता और पर्यवेक्षक यह देख सकें कि वोट शुरू होने पर कोई लिफाफे नहीं हैं और केवल वही लिफाफे जो विधिवत गिने गए और अधिकृत मतदाताओं के हैं, ही जोड़े जाते हैं।",0.7822229266166687,0.7547328472137451,0.7682320475578308,0.7842918038368225,0.7705883979797363,0.7773797512054443
166,"इसके अलावा, यह भी बताया गया है कि इस मामले में कौन - से कदम उठाए जा सकते हैं और कौन - से कदम उठाए जा सकते हैं ।","उम्मीदवार प्रक्रिया के हर हिस्से को देखने के लिए प्रतिनिधि भेज सकते हैं. शाम को, स्वयंसेवकों द्वारा विशिष्ट प्रक्रियाओं का पालन करते हुए कड़ी निगरानी में मतों की गिनती की जाती है.","उम्मीदवार हर प्रक्रिया के हिस्से को देखने के लिए प्रतिनिधियों को भेज सकते हैं। शाम को, वोटों की गिनती स्वयंसेवकों द्वारा कड़ी निगरानी में की जाती है, विशिष्ट प्रक्रियाओं का पालन करते हुए।",0.6710273623466492,0.6630948185920715,0.6670374870300293,0.6672919988632202,0.6603727340698242,0.6638143062591553
167,"AAS ES PAN पीसी, पहले खर्च करने और कार्य विषयों के लिए पूरी दुनिया शुरू किया, 2007 इसे मासिक मासिक में एक गर्म विषय बन गया.","बचत और सुविधा को ध्यान में रखते हुए, ASUS Eee PC को दुनियाभर में पेश किया गया, यह बात 2007 ताइपे आईटी महीने में चर्चा में रही.","ASUS Eee PC, जिसे पहले लागत बचत और कार्यक्षमता के कारण विश्व स्तर पर लॉन्च किया गया था, 2007 के ताइपे आईटी महीने में एक गर्म विषय बन गया।",0.741384744644165,0.7065908312797546,0.7235697507858276,0.8018530011177063,0.7502687573432922,0.7752036452293396
168,लेकिन लैपटॉप कंप्यूटर पर उपभोक्ताओं को व्यापक रूप से विविध रूप से विभाजित किया जाएगा और सन्‌ 2007 के बाद AAUS को चीन गणराज्य ऑफ यूमीन द्वारा आयोजित किया गया था.,लेकिन लैपटॉप कंप्यूटर पर उपभोक्ता बाज़ार मौलिक रूप से विविधतापूर्ण होगा और चीनी गणराज्य के कार्यकारी युआन द्वारा 2007 में ASUS को ताइवान सस्टैनबल अवॉर्ड से सम्मानित किए जाने के बाद बदल जाएगा.,लेकिन लैपटॉप कंप्यूटर पर उपभोक्ता बाजार में समानांतर रूप से भिन्नता और परिवर्तन होगा जब एएसयूएस को 2007 में ताइवान सतत पुरस्कार से गणराज्य चीन के कार्यकारी युआन द्वारा सम्मानित किया गया था।,0.8474416136741638,0.7935697436332703,0.8196213841438293,0.8378210663795471,0.7978666424751282,0.8173558712005615
169,"स्टेशन के वेब साइट शो का वर्णन ""एक नए और घृणित girowing के साथ"" के रूप में करता है।",स्टेशन की वेबसाइट ने शो को “नए और ख़राब तरीके से अव्यवस्थित घुमाव के साथ पुराने समय के रेडियो थिएटर” के रूप में बताया है.,"यहाँ के स्टेशन की वेबसाइट शो का वर्णन करती है ""पुराने जमाने के रेडियो थिएटर के साथ एक नए और outrageous गीकी स्पिन के साथ!""",0.8096916675567627,0.744265079498291,0.7756010890007019,0.8287848830223083,0.7730680108070374,0.7999574542045593
170,"अपने शुरूआत के दिनों में, शो केवल लंबे सफरी इंटरनेट पर दिखाया गया था रेडियो साइट पर, भाषण रेडियो पर एक साइट.","इसके शुरुआती दिनों में, इस शो को केवल लंबे समय तक चलने वाली इंटरनेट रेडियो साइट TogiNet रेडियो, टॉक रेडियो पर केंद्रित एक साइट पर फ़ीचर किया गया था.","इसके प्रारंभिक दिनों में, शो को केवल लंबे समय से चल रहे इंटरनेट रेडियो साइट TogiNet Radio पर प्रदर्शित किया गया, जो बातचीत रेडियो पर केंद्रित एक साइट है।",0.8444573879241943,0.8050841093063354,0.8243008255958557,0.8484942317008972,0.8143332600593567,0.8310628533363342
171,"सन्‌ 2015 के आखिर में, टोरीनेट ने रेडियो को उप - प्रधान स्टेशन के तौर पर स्थापित किया ।","2015 के आखिर में, TogiNet ने एक सहयोगी स्टेशन के रूप में AstroNet रेडियो की स्थापना की.","2015 के अंत में, TogiNet ने AstroNet Radio को एक सहायक स्टेशन के रूप में स्थापित किया।",0.8453350067138672,0.8412278890609741,0.8432764410972595,0.8420563340187073,0.8572512865066528,0.8495858311653137
172,"यह दिखाया गया है कि यहाँ के लोग, पूर्वी टेक्सस के स्थानीय आवाज कर्ता हैं.",शो में मूल रूप से पूर्वी टैक्सास के स्थानीय शौकिया वॉइस एक्टर्स को शामिल किया गया है.,यह शो मूल रूप से ईस्ट टेक्सास के स्थानीय शौकिया वॉयस एक्टर्स को पेश करता था।,0.7740574479103088,0.7538365125656128,0.7638131380081177,0.7426838874816895,0.7247170209884644,0.7335904836654663
173,"व्यापक रूप से रिपोर्ट की गई एक रात जारी रही, क्योंकि कानून के अधिकारियों के रूप में ओगो के सड़कों पर मौजूद नहीं थे.","चूँकि बिशकेक की गलियों में कानून लागू करने वाले अधिकारी मौजूद नहीं थे, तो पूरी रात बड़े पैमाने पर लूट जारी रहने की सूचना मिली है.","रिपोर्ट के अनुसार, बिश्केक की सड़कों पर कानून प्रवर्तन अधिकारियों की अनुपस्थिति में व्यापक लूटपाट रातभर जारी रही।",0.7726913690567017,0.7358468174934387,0.7538191080093384,0.7993154525756836,0.7703977823257446,0.7845902442932129
174,"एक दर्शक ने एक राज्य में डूबना के रूप में कहा कि एक दर्शक द्वारा एक दर्शक द्वारा, लोगों के गिरोह सड़कों पर घूम रहे हैं और उपभोक्ताओं के माल के भंडार.","एक विश्लेषक के अनुसार बिश्केक अराजकता में जा रहा है, क्योंकि लोगों के झुंड सड़कों पर दुकानें लूट रहे हैं.","बिश्केक को एक पर्यवेक्षक द्वारा ""अराजकता"" की स्थिति में डूबते हुए वर्णित किया गया, क्योंकि लोगों के गिरोह सड़कों पर घूम रहे थे और उपभोक्ता वस्तुओं की दुकानों का लूटपाट कर रहे थे।",0.7512087225914001,0.7580034732818604,0.7545908093452454,0.8341174125671387,0.8006495237350464,0.8170408606529236
175,अनेक तथाकथित निवासियों ने अधर्म के लिए दक्षिण से विरोधियों पर आरोप लगाया ।,कई बिश्केक निवासियों ने दक्षिण के प्रदर्शनकारियों को इस अराजकता के लिए दोषी ठहराया।,बिश्केक के कई निवासियों ने दक्षिण के प्रदर्शनकारियों को कानून व्यवस्था की कमी के लिए जिम्मेदार ठहराया।,0.8161463737487793,0.8170027732849121,0.8165743350982666,0.7997353076934814,0.7880010604858398,0.7938248515129089
176,दक्षिण अफ्रीका (न्यू ज़ीलैंड) ने दक्षिण अफ्रीका के रफ़ॉनबर्ग शहर के रॉयल बीफ़ोकेन स्टेडियम में आयोजित सभी ब्लैक्स (न्यू ज़ीलैंड) को हरा दिया है ।,साउथ अफ्रीका के रस्टेनबर्ग स्थित रॉयल बेफोकेंग स्टेडियम में एक रग्बी यूनियन ट्राई नेशन्स मैच में साउथ अफ्रीका ने ऑल ब्लैक्स (न्यूज़ीलैंड) को हराया है.,दक्षिण अफ्रीका ने दक्षिण अफ्रीका के रस्टेनबर्ग में रॉयल बाफोकेंग स्टेडियम में एक रग्बी यूनियन ट्राई नेशंस मैच में ऑल ब्लैक्स (न्यूजीलैंड) को हरा दिया है।,0.8417498469352722,0.7932543158531189,0.8167828321456909,0.862511157989502,0.8359706997871399,0.8490335941314697
177,"अंतिम अंक एक- माध्यम विजय था, 21 से 20 तक सभी काला खेल जीतने के लिए।","अंतिम स्कोर एक अंक की जीत थी, 21 और 20, ऑल ब्लैक्स का 15 गेम लगातार जीतने का सिलसिला समाप्त हुआ ।","अंतिम स्कोर एक अंक की जीत थी, 21 से 20, जिसने ऑल ब्लैक्स की 15 खेलों की जीत की लकीर को समाप्त किया।",0.8036930561065674,0.744053304195404,0.7727240920066833,0.7834748029708862,0.7366474866867065,0.7593398690223694
178,"वसंतों के लिए, यह एक पांच metakiked meta समाप्त हो गया.","स्प्रिंगबोक्स के लिए, इसने पांच-मैचों की हार का सिलसिला समाप्त कर दिया.","स्प्रिंगबॉक्स के लिए, यह पांच मैचों की हार की लकीर का अंत था।",0.7780599594116211,0.7283898591995239,0.7524060606956482,0.7636751532554626,0.7259854078292847,0.7443535327911377
179,"यह सब ब्लैक्स के लिए अंतिम मैच था, जो पहले से ही टाइटे को जीत लिया था दो सप्ताह पहले.",अभी दो हफ़्ते पहले ही इस ट्रॉफ़ी को अपने नाम कर चुकी 'ऑल ब्लैक्स' टीम का यह फ़ाइनल मैच था.,"यह अंतिम मैच था ऑल ब्लैक्स के लिए, जिन्होंने दो सप्ताह पहले ही ट्रॉफी जीत ली थी।",0.7661061882972717,0.7082308530807495,0.7360326051712036,0.8587940335273743,0.8431189060211182,0.8508843183517456
180,"अगले हफ्ते, जब वसंत - ऋतु में वसंत - ऋतु में ऑस्ट्रेलिया खेलती है, तो इस श्रृंखला का आखिरी जोड़ एलस पार्क में होगा ।","इस सीरीज़ का फ़ाइनल मैच स्प्रिंगबोक्स और ऑस्ट्रेलिया के बीच, अगले हफ़्ते जोहान्सबर्ग के एलिस पार्क में खेला जाएगा.","सीरीज़ का फाइनल मैच अगले हफ्ते जोहान्सबर्ग के एलिस पार्क में होगा, जब स्प्रिंगबॉक्स ऑस्ट्रेलिया खेलेंगे।",0.7549784779548645,0.7610244750976562,0.7579894661903381,0.7787963151931763,0.7903614640235901,0.7845362424850464
181,सन्‌ 10:08 पर पश्‍चिम रोईना में एक ज़बरदस्त भूकंप आया ।,"सोमवार, 10:08 बजे एक मामूली भूकंप ने पश्चिमी मोंटाना को हिला दिया।",एक मामूली भूकंप सोमवार को रात 10:08 बजे पश्चिमी मोंटाना को हिलाए।,0.8113664984703064,0.7880911827087402,0.7995594143867493,0.7982056140899658,0.7651543617248535,0.7813305854797363
182,संयुक्‍त राज्य के भूविज्ञानिक सर्वे (SSS) और इसके राष्ट्रीय भूकंप जानकारी केंद्र द्वारा हानि की कोई तत्काल रिपोर्ट नहीं मिली है ।,यूनाइटेड स्टेट्स जियोलॉजिकल सर्वे (यूएसजीएस) और इसके नेशनल अर्थक्वेक इंन्फ़ॉर्मेशन सेंटर द्वारा नुकसान की कोई तत्काल रिपोर्ट नहीं मिली है.,संयुक्त राज्य भूवैज्ञानिक सर्वेक्षण (USGS) और इसके राष्ट्रीय भूकंप सूचना केंद्र को नुकसान की कोई तत्काल रिपोर्ट प्राप्त नहीं हुई है।,0.8381698727607727,0.751194953918457,0.792302668094635,0.9072269797325134,0.9030883312225342,0.9051528573036194
183,भूकंप करीब 15 किलोमीटर की दूरी पर था ।,भूकंप डिलन के उत्तर-उत्तर पूर्व में लगभग 20 किमी (15 मील) और ब्यूट के दक्षिण में लगभग 65 किमी (40 मील) की दूरी पर केंद्रित था.,भूकंप का केंद्र डिलन के उत्तर-उत्तरी पूर्व में लगभग 20 किमी (15 मील) और बुटे के दक्षिण में लगभग 65 किमी (40 मील) था।,0.8394536972045898,0.7020065784454346,0.7646022439002991,0.7848573923110962,0.6850705146789551,0.7315769195556641
184,"सन्‌ 195N1 में, फ्रांस के पूर्वी इलाके के पास, सन्‌ सोमवार को, एक मरा हुआ जंगली बत्तख से संक्रमित हुआ था ।","H5N1, मनुष्यों को बर्ड फ्लू के घातक होने की पुष्टि की गई है, जो सोमवार को फ्रांस के पूर्व में ल्योन के पास दलदली भूमि में पाया गया है।","मानवों के लिए घातक पक्षी ग्रिप के स्ट्रेन, H5N1, की पुष्टि की गई है कि यह एक मृत जंगली बत्तख को संक्रमित किया है, जो सोमवार को फ्रांस के पूर्व में लियोन के पास marshland में पाया गया।",0.73992520570755,0.7177562713623047,0.728672206401825,0.8040943741798401,0.7424221038818359,0.7720285654067993
185,"यूरोप में इस वायरस का सामना करने के लिए फ्रांस का सातवाँ देश है; ऑस्ट्रिया, जर्मनी, स्लोवेनिया, बल्गारिया, ग्रीस और इटली ।","ऑस्ट्रेलिया, जर्मनी, स्लोवेनिया, बुल्गारिया, ग्रीस और इटली के बाद फ़्रांस यूरोपियन संघ का सातवाँ देश है, जो इस वायरस की मार झेल रहा है.","फ्रांस यूरोपीय संघ का सातवां देश है जो इस वायरस का शिकार हुआ है; ऑस्ट्रिया, जर्मनी, स्लोवेनिया, बुल्गारिया, ग्रीस और इटली के बाद।",0.8601395487785339,0.8398481607437134,0.8498727679252625,0.9160555601119995,0.9056514501571655,0.9108237624168396
186,क्रोएशिया और डेनमार्क में एच5N1 के मामले बिलकुल ठीक नहीं हैं ।,क्रोएशिया और डेनमार्क में H5N1 के संदिग्ध मामले अपुष्ट बने हुए हैं.,क्रोएशिया और डेनमार्क में एच5एन1 के संदिग्ध मामले अभी भी असत्यापित हैं।,0.8811199069023132,0.857545793056488,0.8691730499267578,0.8898751735687256,0.8428375124931335,0.865717887878418
187,"चेम्बर ने ""पूरी दुनिया में फैल गई मौत, विनाश और पृथ्वी के लाखों लोगों पर आतंकितीकरण के लिए भगवान पर हमला किया था.","चैंबर्स ने “व्यापक मौत, विनाश और पृथ्वी के लाखों निवासी पर आतंक के लिए भगवान पर मुकदमा चलाया था।”","चेम्बर्स ने ""पृथ्वी के निवासियों के लाखों-लाखों की व्यापक मृत्यु, विनाश और आतंक"" के लिए भगवान के खिलाफ मुकदमा दायर किया था।",0.8414143919944763,0.8255499005317688,0.8334066271781921,0.8290511965751648,0.8025007247924805,0.8155599236488342
188,"चेम्बर, एक अदूर्य, तर्क करता है कि उसका मुकद्दमा ""व्यर्थ"" है और ""कोई भी व्यक्ति किसी पर मुकदमा कर सकता है.""",एक संशयवादी चेंबर्स की दलील थी कि उसका मुकदमा “तुच्छ” है और “कोई भी किसी पर भी मुकदमा ठोंक सकता है”.,"चेंबर्स, जो एक नास्तिक हैं, का तर्क है कि उनकी अदालत की कार्रवाई ""फिजूल"" है और ""कोई भी किसी पर भी मुकदमा कर सकता है।""",0.7850302457809448,0.7747480869293213,0.7798552513122559,0.8638600707054138,0.8319494128227234,0.847604513168335
189,"फ्रेंच ओपेरा में प्रस्तुत कहानी एक कलाकार की है ""अपने जीवन को ड्रग्स और जापान के लिए प्यार द्वारा नियंत्रित किया जाता है।""","केमिली सेंट-सेंस द्वारा, फ्रेंच ऑपेरा में प्रस्तुत कहानी, एक कलाकार की है “जिसका जीवन ड्रग्स के लिए प्यार और जापान से दर्शाया जाता है।”","फ्रेंच ओपेरा में प्रस्तुत कहानी, कैमेल सेंट-सेंस द्वारा, एक कलाकार की है ""जिसका जीवन ड्रग्स और जापान के प्रति प्रेम द्वारा निर्धारित होता है।""",0.8601403832435608,0.824151873588562,0.8417616486549377,0.916889488697052,0.861108660697937,0.8881240487098694
190,"इसके परिणामस्वरूप, धूम्रपान करनेवाले मंच पर जोड़ों को बल दे सकते हैं, और दर्शकों को भी शामिल होने के लिए प्रोत्साहित कर रहे हैं ।","जिसके परिणामस्वरूप, मंच पर कलाकार गांजे भरी सिगरटें पीते हैं और ये थिएटर खुद दर्शकों को भी इसमें साथ शामिल होने के लिए प्रेरित करते हैं.","परिणामस्वरूप, कलाकार मंच पर चरस के जॉइंट्स पीते हैं, और थिएटर स्वयं दर्शकों को इसमें शामिल होने के लिए प्रोत्साहित कर रहा है।",0.8080021142959595,0.8093492984771729,0.8086751103401184,0.8468955755233765,0.8475985527038574,0.8472468852996826
191,"पूर्व घर का अध्यक्ष न्यूटरिक, टेक्सास का गवर्नर, रिक हिलरसन, और हंगरी की महिला एरिक्‌ ने चौथे, पांचवां, और छठी जगह में पूरा किया ।","पूर्व हाउस स्पीकर न्यूट गिंग्रिच, टेक्सास के गर्वनर रिक पैरी, और कांग्रेसवुमन मिशेल बैचमैन ने क्रमश: चौथा, पाँचवाँ और छठा स्थान हासिल किया.","पूर्व सदन के स्पीकर न्यूट गिंग्रिच, टेक्सास के गवर्नर रिक पेरी, और कांग्रेस सदस्य मिशेल बाकमैन चौथे, पांचवें और छठे स्थान पर रहे।",0.8082644939422607,0.7595434188842773,0.7831469178199768,0.8197868466377258,0.796830415725708,0.8081456422805786
192,"नतीजा यह हुआ कि फूनी के लिए जो तारीफ की जाती थी, वह रोमनी के लिए बहुत ही मुश्‍किल होती थी ।","नतीजा आने के बाद गिंगरिच ने सेंटोरम की तारीफ की, लेकिन रोमनी की निंदा की जिनकी ओर से आयोवा में गिंगरिच के खिलाफ दुष्प्रचार किया गया था.","परिणाम आने के बाद, गिंगरिच ने सैंटोरम की प्रशंसा की, लेकिन रोमनी के लिए कठोर शब्द कहे, जिनके पक्ष में गिंगरिच के खिलाफ आयोवा में नकारात्मक अभियान विज्ञापन चलाए गए थे।",0.7516182661056519,0.7192778587341309,0.7350925207138062,0.7414913177490234,0.7005704641342163,0.7204503417015076
